K,Rem,frictionFactor
0.6,1599.279662719866,7.024376375934875
0.6,1469.878286894261,7.746822758111759
0.6,1387.347181122731,8.29957211578813
0.6,1347.0500445973128,8.727789275800273
0.6,2781.471630543286,4.455330472265654
0.6,2781.471630543286,5.343133539847835
0.6,2287.3731305768065,6.276397413740481
0.6,1949.6866221959701,7.312449256714425
0.6,1778.021880894101,6.935640670959627
0.6,1681.7930647928458,6.482301822422527
0.6,1592.383287166479,7.045243019026741
0.6,1462.24707325521,7.7739384571336965
0.6,1378.9267809144606,8.333106761843325
0.6,1337.6859278679838,8.767009013982587
0.6,2779.0993339785055,4.457474499278133
0.6,2779.0993339785055,5.3478221231547485
0.6,2283.83886913087,6.2837980718572615
0.6,1945.4455275672685,7.324124044810759
0.6,1772.82306685428,6.949752827618862
0.6,1675.5729921040584,6.49861981129695
0.6,1585.3356990326038,7.066769606911483
0.6,1454.4571036476293,7.801948348266108
0.6,1370.3353587999427,8.367805722063254
0.6,1328.1327621330452,8.78352825266195
0.6,2776.6844269421667,4.459660799505052
0.6,2776.6844269421667,5.35264547155833
0.6,2280.2144005579976,6.291431037872451
0.6,1941.090589912823,7.336149007759738
0.6,1767.500007039136,6.964291344380444
0.6,1669.216347894513,6.515444844404622
0.6,1578.1341467727418,7.088979096379825
0.6,1446.506524263129,7.830869740698226
0.6,1361.5759759516297,8.40366571987094
0.6,1318.4022680488736,8.78352825266195
0.6,2774.200404025799,4.461913644028206
0.6,2774.200404025799,5.357594541130711
0.6,2276.507398133407,6.299256917911907
0.6,1936.6457827993759,7.348491194498974
0.6,1762.069662405991,6.979238066402595
0.6,1662.890730400682,6.5327732214312535
0.6,1570.7852246360546,7.111883142368644
0.6,1438.3978376835776,7.860734174590949
0.6,1352.6477239671392,8.417973575934194
0.6,1312.0296282930685,8.78352825266195
0.6,2771.656289976511,4.464225173049237
0.6,2771.656289976511,5.362679775286495
0.6,2272.710938517677,6.307297647847046
0.6,1932.1001010442908,7.361189955115823
0.6,1756.5171493793152,6.994621117015556
0.6,1656.4303218889395,6.550612288986911
0.6,1563.2908778696249,7.135493875149807
0.6,1430.1335775349057,7.8915608103583965
0.6,1343.5537969614822,8.417973575934194
0.6,1307.8255352053902,8.78352825266195
0.6,2769.061084847146,4.46658749866556
0.6,2769.061084847146,5.3678823462083685
0.6,2268.839961122601,6.3155341813441614
0.6,1927.4657971797535,7.374212300743737
0.6,1750.85937454808,7.010422489605245
0.6,1649.8462874052352,6.56896966942496
0.6,1555.653077773194,7.159823917583352
0.6,1421.7163066615606,7.92335595034821
0.6,1334.3013777282194,8.417973575934194
0.6,1303.5507641186948,8.78352825266195
0.6,2766.397223347716,4.469016929517363
0.6,2766.397223347716,5.373232333799214
0.6,2264.873026363992,6.324019656855411
0.6,1922.714617806956,7.387646850319502
0.6,1745.0605807485265,7.026729535119659
0.6,1643.106207720523,6.587920070497593
0.6,1547.8464393672077,7.184972535201426
0.6,1413.1193488801532,7.931663873796767
0.6,1328.9673658309,8.417973575934194
0.6,1299.1926687560394,8.78352825266195
0.6,2763.6825580601267,4.471497511412277
0.6,2763.6825580601267,5.378198347436702
0.6,2261.040553226991,6.332704169228772
0.6,1917.87618663884,7.40138763146461
0.6,1739.1692073466436,7.043419134167684
0.6,1636.2647955843017,6.607349684299556
0.6,1539.9233205345895,7.210781747632687
0.6,1404.4040046884736,7.931663873796767
0.6,1324.9807665211706,8.417973575934194
0.6,1294.7815887596823,8.78352825266195
0.6,2760.9172219023226,4.4740294103492
0.6,2760.9172219023226,5.383150056174566
0.6,2257.1927214431616,6.3415788712335415
0.6,1912.956887162643,7.415462379805597
0.6,1733.318031430213,7.060555437454114
0.6,1629.29929674866,6.627322369253757
0.6,1531.862848713759,7.237351301116708
0.6,1395.5434975163328,7.931663873796767
0.6,1320.9288892125737,8.417973575934194
0.6,1290.3016660429334,8.78352825266195
0.6,2758.0837035995246,4.4766290022300925
0.6,2758.0837035995246,5.38823328096352
0.6,2253.256291358559,6.3506869593343085
0.6,1907.9343914400795,7.429923986229625
0.6,1727.3553209652866,7.078168206282843
0.6,1622.2016566621335,6.647858285446525
0.6,1523.66258530419,7.259215551316274
0.6,1387.5872738215978,7.931663873796767
0.6,1316.8179792206104,8.417973575934194
0.6,1285.759303320071,8.78352825266195
0.6,2755.199819099766,4.479280292615781
0.6,2755.199819099766,5.393431223028882
0.6,2249.245197520207,6.360019884076074
0.6,1902.81519793998,7.444739493591121
0.6,1721.2890853818574,7.096216088146297
0.6,1614.9925371160314,6.668943977457599
0.6,1515.3336409677204,7.259215551316274
0.6,1383.7777510189503,7.931663873796767
0.6,1312.6461675249686,8.417973575934194
0.6,1281.153054588704,8.78352825266195
1.2,2469.2224530065077,2.431645152619965
1.2,2469.2224530065077,2.423324987301867
1.2,2335.642479553295,2.6891067416629126
1.2,2211.7469654420333,2.71601904549029
1.2,2127.250946086024,2.775742562673043
1.2,2079.126670176601,2.6564501847335107
1.2,2068.4168364808124,2.569611456335196
1.2,2013.109991445702,3.0715177099971793
1.2,1934.003894353343,2.782616570274401
1.2,1958.0312975532847,3.283053112179839
1.2,2469.1279595881124,2.431697239650791
1.2,2469.1279595881124,2.4234071774228467
1.2,2335.500960159296,2.68922674922423
1.2,2211.5706346676006,2.716164497869042
1.2,2127.0474340524643,2.7759159910636018
1.2,2078.894612171164,2.6566493579370722
1.2,2068.139803816575,2.569836232604979
1.2,2012.7954316085893,3.0718247782715298
1.2,1933.6585271283755,2.782929534568471
1.2,1957.6379359263128,3.283451671642059
1.2,2468.9704776332665,2.43178405632781
1.2,2468.9704776332665,2.423532636251585
1.2,2335.2849714305653,2.6894139824095493
1.2,2211.2955833760107,2.7164069531233266
1.2,2126.7082854252167,2.776218303778076
1.2,2078.490222726945,2.656986123424189
1.2,2067.671560985082,2.5702170658165002
1.2,2012.2627044959752,3.0723403523523327
1.2,1933.0789256416876,2.7834463280965136
1.2,1956.9887292745782,3.2841200620057927
1.2,2468.7421445079112,2.4319099515211615
1.2,2468.7421445079112,2.423714358276325
1.2,2334.972191348605,2.6896828756601843
1.2,2210.9006906038585,2.7167464632071647
1.2,2126.2335573304613,2.7766347110389775
1.2,2077.933471918011,2.6574605858481277
1.2,2067.012222334582,2.570744912868199
1.2,2011.5247937459346,3.073053665584151
1.2,1932.2776011223086,2.7841721506482346
1.2,1956.0776627828818,3.2850527452434615
1.2,2468.458722355868,2.4320662533454422
1.2,2468.458722355868,2.4239437130609844
1.2,2334.5775453114693,2.69002387120001
1.2,2210.400112236607,2.7171831008951512
1.2,2125.6233297111758,2.7771801951929804
1.2,2077.204591990893,2.658072892720405
1.2,2066.1619488223146,2.5714291415681054
1.2,2010.5690722735112,3.073981468114252
1.2,1931.236316301733,2.7851123052300606
1.2,1954.8988228375654,3.2862619153882937
1.2,2468.1123564064146,2.4322573161952374
1.2,2468.1123564064146,2.4242293853706474
1.2,2334.086181392975,2.6904418287077623
1.2,2209.7868635003606,2.7177169598214688
1.2,2124.877705293487,2.777840021424571
1.2,2076.323610403414,2.6588184841946316
1.2,2065.1275350782803,2.5722700015340147
1.2,2009.3958134317868,3.075118652600696
1.2,1929.961569142365,2.7862572655283784
1.2,1953.4650987984598,3.2877305510655557
1.2,2467.695199684119,2.4324874999446164
1.2,2467.695199684119,2.4245584247867784
1.2,2333.5204811630406,2.6909368198987282
1.2,2209.0610269714543,2.7183530110103655
1.2,2123.9900346678255,2.778624282734207
1.2,2075.2774580420255,2.6597023378728446
1.2,2063.9026409008015,2.5732585999665085
1.2,2008.0181640021317,3.0764601828226183
1.2,1928.4599189201845,2.7876125210650335
1.2,1951.770757676495,3.289465230413289
1.2,2467.2230216930216,2.432748137906564
1.2,2467.2230216930216,2.424943860824216
1.2,2332.85816981597,2.691508929749258
1.2,2208.2227003475123,2.719076820536387
1.2,2122.980790614341,2.7795232530658907
1.2,2074.079587504088,2.660719972046855
1.2,2062.4941445488125,2.5743952770072407
1.2,2006.4364942380512,3.078001086732518
1.2,1926.7379794617648,2.789178684418834
1.2,1949.8163967067505,3.2914844655951465
1.2,2466.6879827694816,2.4330435951263194
1.2,2466.6879827694816,2.425377081251857
1.2,2332.1141971144016,2.6921534455534584
1.2,2207.2790373421485,2.719903114399709
1.2,2121.8298192843404,2.780547098584501
1.2,2072.7170050265604,2.6618764544869835
1.2,2060.895801803279,2.575694249990779
1.2,2004.6320399960243,3.079758498672139
1.2,1924.7778448940946,2.7909514676733287
1.2,1947.6089190750133,3.29375980775845
1.2,2466.082253149323,2.433378243632916
1.2,2466.082253149323,2.4258668066561295
1.2,2331.2737591804826,2.6928752847271396
1.2,2206.223118920175,2.720827213807837
1.2,2120.5440888849234,2.781691118649525
1.2,2071.196604834306,2.6631673805034857
1.2,2059.1145717564077,2.5771421674511834
1.2,2002.624502491831,3.0817221193386244
1.2,1922.592427081848,2.7929366597972023
1.2,1945.1428740447489,3.2963100380500605
1.2,2465.4216064775796,2.433743419737664
1.2,2465.4216064775796,2.426408768735492
1.2,2330.3443815672435,2.6936842042920346
1.2,2205.041017625655,2.721854186670921
1.2,2119.1170540121293,2.782960589655976
1.2,2069.5120893093513,2.6645979109502833
1.2,2057.1443074559083,2.5787395297326454
1.2,2000.4144194292408,3.0838872070065846
1.2,1920.1885313247699,2.7951351629163854
1.2,1942.4191272231728,3.2991423448489288
1.2,2464.6903578651577,2.4341478497225237
1.2,2464.6903578651577,2.426998698606487
1.2,2329.3335888416914,2.6945610824217545
1.2,2203.7610362197247,2.7229745192443735
1.2,2117.5624796241345,2.78434588279134
1.2,2067.6770081065283,2.666163717285177
1.2,2054.992045833121,2.5805007672076665
1.2,1997.9832489927992,3.086276748396778
1.2,1917.542393571843,2.7975479783332475
1.2,1939.4386329934769,3.302240385426137
1.2,2463.9042819087745,2.4345828706704156
1.2,2463.9042819087745,2.427641007140459
1.2,2328.2340465400566,2.6955156973606513
1.2,2202.3692705650205,2.724193318565118
1.2,2115.873860997613,2.785862315216774
1.2,2065.6719357557695,2.6678796221178644
1.2,2052.638633885633,2.58242191492719
1.2,1995.338071853442,3.0888806904596136
1.2,1914.667123676378,2.8001862677417195
1.2,1936.1900672369388,3.305629409319604
1.2,2463.0477102786263,2.4350572206493855
1.2,2463.0477102786263,2.428331433747354
1.2,2327.053289866343,2.6965433870966495
1.2,2200.872930252769,2.7255108479089905
1.2,2114.051480772329,2.787495322773814
1.2,2063.517068373127,2.669722254699314
1.2,2050.1174060673875,2.5844897616557367
1.2,1992.498724303974,3.091688999575672
1.2,1911.5758406535838,2.8030260944009324
1.2,1932.705485173556,3.3092814189159787
1.2,2462.1285623977465,2.4355665910393705
1.2,2462.1285623977465,2.4290787526584023
1.2,2325.776585863247,2.6976539793235355
1.2,2199.2581662430907,2.7269273922757074
1.2,2112.095643643367,2.7892503158225423
1.2,2061.20623914118,2.6717065252141503
1.2,2047.409295478956,2.5867143018927514
1.2,1989.4532304973925,3.0947083450969965
1.2,1908.2633725271778,2.8060888752261
1.2,1928.9613603002597,3.3132160413712395
1.2,2461.1547519245228,2.4361066692407816
1.2,2461.1547519245228,2.429874370427038
1.2,2324.41890782715,2.6988380081698584
1.2,2197.5392354808405,2.728443258543666
1.2,2110.00667623422,2.7911277517282542
1.2,2058.7399102535114,2.673833059901083
1.2,2044.5149554827033,2.589100993426557
1.2,1986.1960800724191,3.0979399493654185
1.2,1904.7307346354357,2.8093659277668754
1.2,1924.971328143791,3.3174352654205888
1.2,2460.110637952582,2.4366862129584095
1.2,2460.110637952582,2.4307270857369754
1.2,2322.965554681206,2.700105344706361
1.2,2195.702336357445,2.7300587756369885
1.2,2107.78492696097,2.793133137777707
1.2,2056.112008160178,2.67609771916783
1.2,2041.4416039766445,2.591641392075182
1.2,1982.7408607529696,3.1013907145752375
1.2,1900.972931891284,2.8128587309954995
1.2,1920.7367375740528,3.3219352313863886
1.2,2459.0041452115856,2.4373009176464975
1.2,2459.0041452115856,2.4316283075710485
1.2,2321.4315020020986,2.7014465337346505
1.2,2193.761735751301,2.7317742947049792
1.2,2105.430765887679,2.7952619956099998
1.2,2053.3296371286124,2.6785060176038877
1.2,2038.1834421833157,2.59434574144136
1.2,1979.0758364553715,3.105062083842157
