K,Rem,cdrag
0.6,2796.5927104548628,2.1228910297109422
0.6,2796.5927104548628,1.9907888687721957
0.6,2446.261529396509,2.187497165219457
0.6,2128.077693824362,2.325816420695926
0.6,1909.1944245306736,2.0989413462465945
0.6,1857.8851448743706,2.2243120793420275
0.6,1730.388683035854,2.350308001229481
0.6,1652.6363051051635,2.0902325404412987
0.6,1598.388811347971,2.25019146253566
0.6,1605.823061438229,2.2350229191362225
0.6,1520.2642037874205,2.269464167933188
0.6,1534.999406449389,2.2073403901980755
0.6,1553.5332401241287,2.144461533472578
0.6,1497.0877114049356,1.947976305407246
0.6,2796.503525751474,2.1229231998911686
0.6,2796.503525751474,1.9908460405947026
0.6,2446.1211083647554,2.1875964215566635
0.6,2127.8944611074417,2.325968243449397
0.6,1908.9691572803965,2.0991127354376258
0.6,1857.6066884157228,2.2245390744961226
0.6,1730.0686417368543,2.350594984768849
0.6,1652.2726792967408,2.090531453364528
0.6,1597.9810606687572,2.250556827684536
0.6,1605.3519744172013,2.235438744612535
0.6,1519.7600519245213,2.2699311632468824
0.6,1534.4365353173914,2.2078340009343282
0.6,1552.9090915614681,2.1449871460048398
0.6,1496.4337401662588,1.948490163330917
0.6,2795.635316561817,2.121581372138216
0.6,2795.635316561817,1.9932497126405584
0.6,2444.870866937974,2.1895968996334902
0.6,2125.9573005653674,2.3258370121191927
0.6,1906.4228721149877,2.09728107057943
0.6,1856.9384126503285,2.2415774442350216
0.6,1737.230075284964,2.3870089154104615
0.6,1665.504108757237,2.1051573064651152
0.6,1590.7682975011119,2.241458341509878
0.6,1575.2464380139202,2.193825322891147
0.6,1488.6455525499289,2.2616444822100132
0.6,1529.1224520690266,2.1724430026963963
0.6,1542.4784498043725,2.1323120885879687
0.6,1511.9604777506336,1.9708574809175974
0.6,2795.430263522226,2.121655109225858
0.6,2795.430263522226,1.9933832750134004
0.6,2444.5434091711304,2.1898287238168583
0.6,2125.5301935850352,2.3261859751891616
0.6,1905.9061332337585,2.097671479945885
0.6,1856.3048265382233,2.242098819998796
0.6,1736.4988592431314,2.3876788077191198
0.6,1664.6597118677898,2.1058549585724866
0.6,1589.8248606098932,2.2423049143285883
0.6,1574.1715975319632,2.194779386878981
0.6,1487.496930022812,2.2627333548235575
0.6,1527.8109934961012,2.173584527124537
0.6,1541.0277046165177,2.1335370198194945
0.6,1510.4131393152602,1.9720763736435225
0.6,2795.153908638957,2.121753423763569
0.6,2795.153908638957,1.9935563158073806
0.6,2444.1146538199,2.190128703832092
0.6,2124.974389708916,2.3266413430731676
0.6,1905.2315186756232,2.0981812792859
0.6,1855.476122712834,2.2427736632437254
0.6,1735.5520048338085,2.3885419507377796
0.6,1663.5715800302198,2.106755590131198
0.6,1588.608250153009,2.243392259811296
0.6,1572.7913246241178,2.196007474320434
0.6,1486.0219524577835,2.264139746324786
0.6,1526.1207219413916,2.1750600957124977
0.6,1539.1558061284024,2.135119130019628
0.6,1508.4195627694364,1.973648733349358
0.6,2786.658782049978,2.1223673802783605
0.6,2786.658782049978,1.9791064973766148
0.6,2432.818674356487,2.1941201219421624
0.6,2126.876450960978,2.3766095960767646
0.6,1916.5014479279341,2.260472458188979
0.6,1800.7549307411025,2.2183337686888334
0.6,1723.4251260448852,2.3815590656941965
0.6,1667.8767535121033,2.0916438236101977
0.6,1568.6197920572272,2.227428863021116
0.6,1568.2481017295272,2.2467792082133373
0.6,1496.9148682426296,2.234928833184497
0.6,1517.3595753928769,2.1780269421007574
0.6,1527.2728206204733,2.1393274718331963
0.6,1505.7859356302097,2.014417333122039
0.6,2786.2588775233376,2.122510879915831
0.6,2786.2588775233376,1.9793550750447473
0.6,2432.2057716447216,2.1945472431256747
0.6,2126.0896769248147,2.3772619626445426
0.6,1915.5358205990556,2.261270530255905
0.6,1799.600714664299,2.2193024746074745
0.6,1722.0676911354533,2.3828031026983205
0.6,1666.297169638141,2.0929387320133315
0.6,1566.889140829146,2.2289904828872404
0.6,1566.2678572189095,2.248586935509274
0.6,1494.7765307433085,2.236928944566867
0.6,1514.9453213627023,2.1801639322532442
0.6,1524.5993465300937,2.1416190391320686
0.6,1502.9196567355627,2.016732567732592
0.6,2785.796828544851,2.1226751428003032
0.6,2785.796828544851,1.979639585667955
0.6,2431.499938215631,2.195047077614809
0.6,2125.1675783134956,2.3780169681939807
0.6,1914.4179390456952,2.2621875124510287
0.6,1798.2750310266097,2.220416640824438
0.6,1720.5080774737705,2.3842316793171565
0.6,1664.4851946674453,2.0944339901172295
0.6,1564.8954725277345,2.230798375869571
0.6,1563.980313197298,2.250681063855312
0.6,1492.307421187124,2.2392423040655114
0.6,1512.1627190778233,2.182632792019373
0.6,1521.5219128613178,2.144270005862832
0.6,1499.6176217747013,2.0194137730412764
0.6,2780.5940021514625,2.1340633947525616
0.6,2780.5940021514625,1.980736526012389
0.6,2433.0520938095806,2.2493265936419666
0.6,2119.183058882071,2.3853562926258722
