,genotype,fitness,tree_depth,original_phenotype,mapping_values,phenotype,opt_const,fitness val,other_info,optimized
10,"[[0], [1], [2, 3], [0], [3, 3], [1, 0, 1], [0]]",56.53699092357838,6,((Constant/x[0]**Constant)/Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 1, 2, 3, 1]",((0.5596315133890374/x[0]**0.13338670147342013)/0.6794472854525313) * (x[1]**0.30156154574447935) * (x[2]),[0.55963151 0.1333867  0.67944729 0.30156155],53.98942500005162,"{'fitness 25': 58.7548216411846, 'fitness 53': 56.38629540126358, 'fitness 74': 54.469855728286966, 'fitness 102': 53.98942500005162}",False
11,"[[0], [0], [0, 2], [0, 2, 1], [3, 3, 0, 2], [1, 1, 1, 0, 1], [0]]",57.050950622432346,6,Constant/Constant/Constant+((x[0]*Constant)**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 3, 4, 5, 1]",0.5596315133890374/0.13338670147342013/0.6794472854525313+((x[0]*0.30156154574447935)**0.5788589718721219) * (x[1]**0.010126739724197642) * (x[2]),[0.55963151 0.1333867  0.67944729 0.30156155 0.57885897 0.01012674],54.306838156956104,"{'fitness 25': 59.42429281977466, 'fitness 53': 56.87893187144588, 'fitness 74': 54.84962717607652, 'fitness 102': 54.306838156956104}",False
12,"[[0], [0], [2, 3], [1], [1, 2], [1, 1, 0], [0]]",58.815820003894,5,((Constant-Constant)**Constant)*x[0] * (x[1]**Constant) * (x[2]),"[1, 1, 2, 1, 2, 3, 1]",((0.5596315133890374-0.13338670147342013)**0.6794472854525313)*x[0] * (x[1]**0.30156154574447935) * (x[2]),[0.55963151 0.1333867  0.67944729 0.30156155],56.138427180527025,"{'fitness 25': 61.21293817511413, 'fitness 53': 58.668983967644294, 'fitness 74': 56.56553786892354, 'fitness 102': 56.138427180527025}",False
13,"[[0], [0], [3, 2], [1], [2, 1], [1, 0, 1], [0]]",59.259915542332685,6,Constant*((x[0]-Constant)**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 1, 2, 3, 1]",0.5596315133890374*((x[0]-0.13338670147342013)**0.6794472854525313) * (x[1]**0.30156154574447935) * (x[2]),[0.55963151 0.1333867  0.67944729 0.30156155],56.57939080423561,"{'fitness 25': 61.643310222768, 'fitness 53': 59.108160802790856, 'fitness 74': 57.028275601439184, 'fitness 102': 56.57939080423561}",False
14,"[[0], [0], [0, 2], [0, 0, 1], [0, 1, 0, 0, 3], [0, 1, 0, 0, 1, 0], [0, 0, 0, 0]]",59.51533148920083,6,x[0]+Constant-x[0]+x[0]+((Constant/x[0])**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 3, 5, 6, 4]",x[0]+0.5596315133890374-x[0]+x[0]+((0.13338670147342013/x[0])**0.6794472854525313) * (x[1]**0.30156154574447935) * (x[2]),[0.55963151 0.1333867  0.67944729 0.30156155],56.837174118153406,"{'fitness 25': 61.82118617166371, 'fitness 53': 59.345298137330914, 'fitness 74': 57.37951015860785, 'fitness 102': 56.837174118153406}",False
15,"[[0], [1], [0, 1], [0, 2, 0, 2], [0, 3, 3, 0, 3], [0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0]]",59.53362297139925,6,(x[0]+x[0]/Constant/(x[0]+x[0]/x[0])) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 5, 6, 5]",(x[0]+x[0]/0.5596315133890374/(x[0]+x[0]/x[0])) * (x[1]**0.13338670147342013) * (x[2]),[0.55963151 0.1333867 ],56.804695578084335,"{'fitness 25': 61.939987856876236, 'fitness 53': 59.37436604827442, 'fitness 74': 57.28651500904709, 'fitness 102': 56.804695578084335}",False
16,"[[0], [1], [3, 3], [], [3], [0, 1], [0]]",59.717522745348106,5,(x[0]/Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 0, 1, 2, 1]",(x[0]/0.5596315133890374) * (x[1]**0.13338670147342013) * (x[2]),[0.55963151 0.1333867 ],56.981811292240224,"{'fitness 25': 62.135638189693495, 'fitness 53': 59.55924338602673, 'fitness 74': 57.457686660324086, 'fitness 102': 56.981811292240224}",False
17,"[[0], [1], [1, 1], [1, 1, 1, 0], [1, 3, 3, 0, 0, 3, 3], [1, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0]]",60.091041970898154,6,(((Constant-x[0])/(x[0]/x[0]))+((Constant+Constant)/Constant/Constant)) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 7, 8, 3]",(((0.5596315133890374-x[0])/(x[0]/x[0]))+((0.13338670147342013+0.6794472854525313)/0.30156154574447935/0.5788589718721219)) * (x[1]**0.010126739724197642) * (x[2]),[0.55963151 0.1333867  0.67944729 0.30156155 0.57885897 0.01012674],57.34068372576636,"{'fitness 25': 62.458504941144255, 'fitness 53': 59.91226059444484, 'fitness 74': 57.902360377105374, 'fitness 102': 57.34068372576636}",False
18,"[[0], [0], [0, 0], [1, 0, 1, 2], [3, 2, 1, 3, 1, 0], [1, 1, 1, 0, 1, 0, 1], [0, 0]]",60.60683795537878,6,(Constant/Constant)*Constant-x[0]/(Constant-x[0])+Constant * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 6, 7, 2]",(0.5596315133890374/0.13338670147342013)*0.6794472854525313-x[0]/(0.30156154574447935-x[0])+0.5788589718721219 * (x[1]**0.010126739724197642) * (x[2]),[0.55963151 0.1333867  0.67944729 0.30156155 0.57885897 0.01012674],59.9435300159935,"{'fitness 25': 62.74321077767621, 'fitness 53': 61.277581569913785, 'fitness 74': 57.799721518546335, 'fitness 102': 59.9435300159935}",False
19,"[[0], [1], [3, 2], [0], [2, 2], [0, 0, 0], [0, 0, 0]]",60.97473164412819,6,(x[0]*(x[0]*x[0]**Constant)) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 1, 2, 3, 3]",(x[0]*(x[0]*x[0]**0.5596315133890374)) * (x[1]**0.13338670147342013) * (x[2]),[0.55963151 0.1333867 ],58.209764657948924,"{'fitness 25': 63.4196054086035, 'fitness 53': 60.813950296088386, 'fitness 74': 58.69063922769269, 'fitness 102': 58.209764657948924}",False
20,"[[0], [2], [3], [], [], [0], [0]]",61.22257479948832,5,(x[0]**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 0, 0, 1, 1]",(x[0]**0.5596315133890374) * (x[1]**0.13338670147342013) * (x[2]),[0.55963151 0.1333867 ],58.47657907227962,"{'fitness 25': 63.614945445326555, 'fitness 53': 61.05216658397279, 'fitness 74': 59.000612369165616, 'fitness 102': 58.47657907227962}",False
21,"[[0], [0], [3, 1], [2, 2], [0, 1], [0, 0, 1], [0, 0]]",61.42754935842705,6,x[0]+(x[0]-Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 2, 3, 2]",x[0]+(x[0]-0.5596315133890374) * (x[1]**0.13338670147342013) * (x[2]),[0.55963151 0.1333867 ],58.65760996322614,"{'fitness 25': 63.86001394955635, 'fitness 53': 61.261122005617565, 'fitness 74': 59.16151212010721, 'fitness 102': 58.65760996322614}",False
22,"[[0], [3], [], [], [], [1], []]",62.035862384735005,3,Constant * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 0]",0.5596315133890374 * (x[1]**0.13338670147342013) * (x[2]),[0.55963151 0.1333867 ],59.28352757502639,"{'fitness 25': 64.41558260098945, 'fitness 53': 61.858995141561735, 'fitness 74': 59.83300941165385, 'fitness 102': 59.28352757502639}",False
23,"[[0], [0], [0, 3], [1, 1], [1, 2, 3, 2], [0, 1, 0, 0, 0], [0, 0, 0, 0]]",62.173146165675085,6,(x[0]-Constant)*(x[0]/x[0])*x[0] * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 4, 5, 4]",(x[0]-0.5596315133890374)*(x[0]/x[0])*x[0] * (x[1]**0.13338670147342013) * (x[2]),[0.55963151 0.1333867 ],59.40166407575811,"{'fitness 25': 64.59809932890532, 'fitness 53': 62.00309223203659, 'fitness 74': 59.91824693608335, 'fitness 102': 59.40166407575811}",False
24,"[[0], [1], [3, 3], [], [1], [0, 1], [0]]",62.32938714596364,5,(x[0]-Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 0, 1, 2, 1]",(x[0]-0.5596315133890374) * (x[1]**0.13338670147342013) * (x[2]),[0.55963151 0.1333867 ],59.55939016270989,"{'fitness 25': 64.74989639639969, 'fitness 53': 62.15830638996556, 'fitness 74': 60.07995865152569, 'fitness 102': 59.55939016270989}",False
25,"[[0], [0], [0, 0], [1, 0, 2, 0], [2, 0, 0, 1, 1, 1], [1, 1, 0, 1, 1, 1, 1], [0]]",62.41106434311678,6,(Constant*Constant)+x[0]+Constant-Constant-Constant-Constant * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 6, 7, 1]",(0.5596315133890374*0.13338670147342013)+x[0]+0.6794472854525313-0.30156154574447935-0.5788589718721219-0.010126739724197642 * (x[1]**0.2540222975899429) * (x[2]),"[0.55963151 0.1333867  0.67944729 0.30156155 0.57885897 0.01012674
 0.2540223 ]",59.637999380911715,"{'fitness 25': 64.81767647318134, 'fitness 53': 62.2352941139191, 'fitness 74': 60.18022244224991, 'fitness 102': 59.637999380911715}",False
26,"[[0], [1], [2, 2], [2, 1], [3, 0], [1, 1, 1], []]",62.47020921159979,5,((Constant**Constant)/((Constant+Constant)**Constant)) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 2, 3, 0]",((0.5596315133890374**0.13338670147342013)/((0.6794472854525313+0.30156154574447935)**0.5788589718721219)) * (x[1]**0.010126739724197642) * (x[2]),[0.55963151 0.1333867  0.67944729 0.30156155 0.57885897 0.01012674],59.70264427887856,"{'fitness 25': 64.8607159518013, 'fitness 53': 62.29107211852562, 'fitness 74': 60.25883956447244, 'fitness 102': 59.70264427887856}",False
27,"[[0], [1], [1, 0], [0, 2, 1, 1], [3, 2, 2, 0, 3, 1], [0, 1, 1, 0, 0, 0, 1], [0, 0, 0, 0]]",63.3046919603892,6,((x[0]/Constant*Constant)*(x[0]+x[0])/(x[0]-Constant)) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 6, 7, 4]",((x[0]/0.5596315133890374*0.13338670147342013)*(x[0]+x[0])/(x[0]-0.6794472854525313)) * (x[1]**0.30156154574447935) * (x[2]),[0.55963151 0.1333867  0.67944729 0.30156155],60.671548628151676,"{'fitness 25': 67.33219953458472, 'fitness 53': 62.68858590421453, 'fitness 74': 59.89329044236834, 'fitness 102': 60.671548628151676}",False
28,"[[0], [1], [3, 0], [1, 0], [2, 2, 3, 1], [1, 1, 1, 1, 1], []]",63.44135606457277,5,(Constant*(Constant*Constant)/Constant-Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 4, 5, 0]",(0.5596315133890374*(0.13338670147342013*0.6794472854525313)/0.30156154574447935-0.5788589718721219) * (x[1]**0.010126739724197642) * (x[2]),[0.55963151 0.1333867  0.67944729 0.30156155 0.57885897 0.01012674],60.66838013743755,"{'fitness 25': 65.83614989302467, 'fitness 53': 63.26101719573223, 'fitness 74': 61.226901104961414, 'fitness 102': 60.66838013743755}",False
29,"[[0], [0], [3, 2], [1], [1, 2], [0, 1, 1], [0]]",63.60018388566656,5,x[0]-((Constant*Constant)**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 1, 2, 3, 1]",x[0]-((0.5596315133890374*0.13338670147342013)**0.6794472854525313) * (x[1]**0.30156154574447935) * (x[2]),[0.55963151 0.1333867  0.67944729 0.30156155],60.785414547088706,"{'fitness 25': 66.03615636900919, 'fitness 53': 63.418122382869754, 'fitness 74': 61.34627290512074, 'fitness 102': 60.785414547088706}",False
30,"[[0], [1], [2, 2], [2, 1], [1, 3], [1, 0, 0], [0, 0]]",63.73704170330435,6,((Constant**Constant)-((x[0]/x[0])**Constant)) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 2, 3, 2]",((0.5596315133890374**0.13338670147342013)-((x[0]/x[0])**0.6794472854525313)) * (x[1]**0.30156154574447935) * (x[2]),[0.55963151 0.1333867  0.67944729 0.30156155],60.946721174271296,"{'fitness 25': 66.14394587998264, 'fitness 53': 63.554193641440804, 'fitness 74': 61.51298558848961, 'fitness 102': 60.946721174271296}",False
31,"[[0], [0], [1, 1], [2, 0, 1, 0], [1, 3, 0, 2, 1, 2], [0, 1, 1, 0, 1, 1, 1], [0, 0]]",65.83138501345415,6,(x[0]-Constant/Constant)+((x[0]*Constant)-Constant*Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 6, 7, 2]",(x[0]-0.5596315133890374/0.13338670147342013)+((x[0]*0.6794472854525313)-0.30156154574447935*0.5788589718721219) * (x[1]**0.010126739724197642) * (x[2]),[0.55963151 0.1333867  0.67944729 0.30156155 0.57885897 0.01012674],63.04738029669016,"{'fitness 25': 68.25393804354785, 'fitness 53': 65.65436993304732, 'fitness 74': 63.58584706376725, 'fitness 102': 63.04738029669016}",False
32,"[[0], [0], [1, 3], [1, 2], [0, 2, 1], [0, 0, 1, 1], [0, 0]]",86.94471284517333,6,((x[0]+x[0])*Constant)-Constant * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 3, 4, 2]",((x[0]+x[0])*0.5596315133890374)-0.13338670147342013 * (x[1]**0.6794472854525313) * (x[2]),[0.55963151 0.1333867  0.67944729],82.61322553424387,"{'fitness 25': 90.42862076464294, 'fitness 53': 86.54123930843953, 'fitness 74': 83.86427846243745, 'fitness 102': 82.61322553424387}",False
33,"[[0], [0], [3, 3], [], [1], [1, 1], []]",87.44044069375231,4,Constant-Constant * (x[1]**Constant) * (x[2]),"[1, 1, 2, 0, 1, 2, 0]",0.5596315133890374-0.13338670147342013 * (x[1]**0.6794472854525313) * (x[2]),[0.55963151 0.1333867  0.67944729],83.11144398730285,"{'fitness 25': 90.90925972812214, 'fitness 53': 87.03311601498014, 'fitness 74': 84.37894633815468, 'fitness 102': 83.11144398730285}",False
34,"[[0], [1], [2, 3], [1], [2, 1], [0, 1, 0], [0, 0]]",89.59138599817571,6,(((x[0]*Constant)**Constant)-x[0]) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 1, 2, 3, 2]",(((x[0]*0.5596315133890374)**0.13338670147342013)-x[0]) * (x[1]**0.6794472854525313) * (x[2]),[0.55963151 0.1333867  0.67944729],86.99918175316365,"{'fitness 25': 90.10950517176413, 'fitness 53': 88.98303077163571, 'fitness 74': 89.68162205112729, 'fitness 102': 86.99918175316365}",False
35,"[[0], [1], [2, 2], [1, 1], [0, 0, 3], [0, 1, 1, 0], [0, 0]]",94.9146963399333,6,(((x[0]+Constant)**Constant)+((Constant/x[0])**Constant)) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 3, 4, 2]",(((x[0]+0.5596315133890374)**0.13338670147342013)+((0.6794472854525313/x[0])**0.30156154574447935)) * (x[1]**0.5788589718721219) * (x[2]),[0.55963151 0.1333867  0.67944729 0.30156155 0.57885897],88.77113348991007,"{'fitness 25': 99.1486307556318, 'fitness 53': 93.87573229885123, 'fitness 74': 91.71972596531685, 'fitness 102': 88.77113348991007}",False
36,"[[0], [1], [1, 1], [2, 0, 2, 0], [3, 1, 1, 3, 0], [1, 0, 1, 1, 0, 1], [0, 0]]",108.98100086933145,6,((Constant/x[0]-Constant)-(Constant/x[0]+Constant)) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 5, 6, 2]",((0.5596315133890374/x[0]-0.13338670147342013)-(0.6794472854525313/x[0]+0.30156154574447935)) * (x[1]**0.5788589718721219) * (x[2]),[0.55963151 0.1333867  0.67944729 0.30156155 0.57885897],103.45103429567648,"{'fitness 25': 113.59673886688307, 'fitness 53': 108.44249379046737, 'fitness 74': 104.9037699506439, 'fitness 102': 103.45103429567648}",False
37,"[[0], [2], [3], [], [], [1], []]",109.85465025209794,4,(Constant**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 0, 0, 1, 0]",(0.5596315133890374**0.13338670147342013) * (x[1]**0.6794472854525313) * (x[2]),[0.55963151 0.1333867  0.67944729],101.91908643839544,"{'fitness 25': 114.8804884666963, 'fitness 53': 108.54212365368689, 'fitness 74': 106.14133863591066, 'fitness 102': 101.91908643839544}",False
38,"[[0], [2], [0], [0, 1], [3, 1, 0], [0, 1, 0, 0], [0, 0, 0]]",114.78666254507817,6,(x[0]/Constant-(x[0]+x[0])**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 2, 3, 4, 3]",(x[0]/0.5596315133890374-(x[0]+x[0])**0.13338670147342013) * (x[1]**0.6794472854525313) * (x[2]),[0.55963151 0.1333867  0.67944729],109.5227238396702,"{'fitness 25': 117.43197944013323, 'fitness 53': 113.82029693680138, 'fitness 74': 113.1077112582999, 'fitness 102': 109.5227238396702}",False
39,"[[0], [2], [2], [2], [], [0], [0]]",123.47359796481267,6,((x[0]**Constant)**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 1, 0, 1, 1]",((x[0]**0.5596315133890374)**0.13338670147342013) * (x[1]**0.6794472854525313) * (x[2]),[0.55963151 0.1333867  0.67944729],115.01965522961991,"{'fitness 25': 128.56262127524545, 'fitness 53': 122.07745614158742, 'fitness 74': 119.7807164776052, 'fitness 102': 115.01965522961991}",False
40,"[[0], [2], [2], [1], [0], [0, 0], [0, 0]]",133.34126099699512,6,(((x[0]+x[0])**Constant)**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 1, 1, 2, 2]",(((x[0]+x[0])**0.5596315133890374)**0.13338670147342013) * (x[1]**0.6794472854525313) * (x[2]),[0.55963151 0.1333867  0.67944729],124.2859109116421,"{'fitness 25': 138.82914963923076, 'fitness 53': 131.85702987448892, 'fitness 74': 129.33760347726567, 'fitness 102': 124.2859109116421}",False
41,"[[0], [1], [0, 1], [1, 1, 0, 2], [0, 1, 2, 0, 3, 1], [0, 1, 0, 1, 1, 1, 0], [0, 0, 0]]",151.94797157305433,6,((x[0]+Constant)-(x[0]*Constant)+(Constant/Constant-x[0])) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 6, 7, 3]",((x[0]+0.5596315133890374)-(x[0]*0.13338670147342013)+(0.6794472854525313/0.30156154574447935-x[0])) * (x[1]**0.5788589718721219) * (x[2]),[0.55963151 0.1333867  0.67944729 0.30156155 0.57885897],142.8378016106816,"{'fitness 25': 158.07211008917136, 'fitness 53': 150.47877350852644, 'fitness 74': 147.2930311214652, 'fitness 102': 142.8378016106816}",False
42,"[[0], [1], [3, 2], [1], [2, 0], [0, 0, 1], [0, 0]]",152.7311591174185,6,(x[0]*((x[0]+Constant)**Constant)) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 1, 2, 3, 2]",(x[0]*((x[0]+0.5596315133890374)**0.13338670147342013)) * (x[1]**0.6794472854525313) * (x[2]),[0.55963151 0.1333867  0.67944729],145.66321612915306,"{'fitness 25': 154.75222639711572, 'fitness 53': 151.3741014120569, 'fitness 74': 152.06714954308296, 'fitness 102': 145.66321612915306}",False
43,"[[0], [2], [0], [2, 2], [3], [0, 1], [0]]",153.729206591097,6,(x[0]/Constant**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 2, 1, 2, 1]",(x[0]/0.5596315133890374**0.13338670147342013) * (x[1]**0.6794472854525313) * (x[2]),[0.55963151 0.1333867  0.67944729],146.46087495383088,"{'fitness 25': 155.9042989057163, 'fitness 53': 152.35199179261298, 'fitness 74': 152.93132907496172, 'fitness 102': 146.46087495383088}",False
44,"[[0], [1], [0, 3], [2, 2], [0, 1], [1, 0, 1], [0]]",212.9486944210797,6,(Constant+x[0]-Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 2, 3, 1]",(0.5596315133890374+x[0]-0.13338670147342013) * (x[1]**0.6794472854525313) * (x[2]),[0.55963151 0.1333867  0.67944729],201.95679746867856,"{'fitness 25': 217.4294264982427, 'fitness 53': 210.99391167524033, 'fitness 74': 210.42274508975603, 'fitness 102': 201.95679746867856}",False
45,"[[0], [1], [0, 1], [2, 1, 1, 0], [0, 1, 1, 1, 3, 1], [0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 0, 0]]",243.96707500171533,6,(x[0]+(x[0]-x[0])-((Constant-x[0])/x[0]-Constant)) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 6, 7, 5]",(x[0]+(x[0]-x[0])-((0.5596315133890374-x[0])/x[0]-0.13338670147342013)) * (x[1]**0.6794472854525313) * (x[2]),[0.55963151 0.1333867  0.67944729],232.70727706286993,"{'fitness 25': 247.38766283535617, 'fitness 53': 241.9283801625864, 'fitness 74': 242.58518200720343, 'fitness 102': 232.70727706286993}",False
46,"[[0], [0], [2, 3], [0], [1, 1], [0, 1, 0], [0, 0]]",255.87487071338387,6,(x[0]-Constant**Constant)-x[0] * (x[1]**Constant) * (x[2]),"[1, 1, 2, 1, 2, 3, 2]",(x[0]-0.5596315133890374**0.13338670147342013)-x[0] * (x[1]**0.6794472854525313) * (x[2]),[0.55963151 0.1333867  0.67944729],244.21537695802044,"{'fitness 25': 261.51866177583946, 'fitness 53': 254.03527801827067, 'fitness 74': 252.0706723460415, 'fitness 102': 244.21537695802044}",False
47,"[[0], [1], [2, 1], [1, 1, 0], [3, 2, 0, 3, 1], [1, 1, 0, 0, 0, 1], [0, 0, 0]]",298.0220018739589,6,(((Constant/Constant)**Constant)*((x[0]+x[0])/x[0]-Constant)) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 3, 5, 6, 3]",(((0.5596315133890374/0.13338670147342013)**0.6794472854525313)*((x[0]+x[0])/x[0]-0.30156154574447935)) * (x[1]**0.5788589718721219) * (x[2]),[0.55963151 0.1333867  0.67944729 0.30156155 0.57885897],281.10306473546,"{'fitness 25': 309.42691112881005, 'fitness 53': 295.42266197240883, 'fitness 74': 289.2164325206579, 'fitness 102': 281.10306473546}",False
