,genotype,fitness,tree_depth,original_phenotype,mapping_values,phenotype,opt_const,fitness val,other_info,optimized
10,"[[0], [0], [2, 0], [0, 2, 1], [3, 2, 0, 3], [0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0]]",2.8974010233190484,6,(x[0]/x[0]**Constant)*Constant+(x[0]/x[0]) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 3, 4, 5, 4]",(x[0]/x[0]**-0.5612653670063071)*-8.609985292922081+(x[0]/x[0]) * (x[1]**0.5647186298663841) * (x[2]),[-0.56126537 -8.60998529  0.56471863],3.1222295246533087,"{'fitness 25': 3.2702411318964377, 'fitness 53': 2.9083782947795727, 'fitness 74': 2.5135836432811343, 'fitness 102': 3.1222295246533087}",True
11,"[[0], [1], [1, 1], [1, 2, 1, 1], [2, 2, 0, 0, 3, 0], [1, 0, 1, 1, 1, 0, 0], [0, 0, 0]]",3.5534338112281656,6,(((Constant*x[0])*Constant)+((Constant+Constant)/(x[0]+x[0]))) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 6, 7, 3]",(((0.6713835116149695*x[0])*0.3601263936379061)+((0.41685632856050725+0.03897058885247114)/(x[0]+x[0]))) * (x[1]**0.6329343323102912) * (x[2]),[0.67138351 0.36012639 0.41685633 0.03897059 0.63293433],3.5092071139555463,"{'fitness 25': 4.126460410304256, 'fitness 53': 3.6215461852343447, 'fitness 74': 2.9122948381458964, 'fitness 102': 3.5092071139555463}",True
12,"[[0], [1], [3, 2], [0], [2, 2], [0, 0, 0], [0, 0, 0]]",3.8730361541524805,6,(x[0]*(x[0]*x[0]**Constant)) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 1, 2, 3, 3]",(x[0]*(x[0]*x[0]**-2.1682098598253763)) * (x[1]**0.5489441299099804) * (x[2]),[-2.16820986  0.54894413],4.028487699612411,"{'fitness 25': 4.057223010003909, 'fitness 53': 3.9071800810789816, 'fitness 74': 3.6547053713745514, 'fitness 102': 4.028487699612411}",True
13,"[[0], [2], [2], [2, 1, 0, 0], [3, 2, 3, 3, 1, 0], [0, 1], [0]]",3.8730361736604877,6,((x[0]**Constant)**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 1, 0, 1, 1]",((x[0]**-0.44572902586392704)**0.37738893789477185) * (x[1]**0.5489448707124696) * (x[2]),[-0.44572903  0.37738894  0.54894487],4.028414727661026,"{'fitness 25': 4.057257856533568, 'fitness 53': 3.907143599862892, 'fitness 74': 3.6547070645850015, 'fitness 102': 4.028414727661026}",True
14,"[[0], [0], [3, 0], [2, 0], [1, 1, 0], [0, 0, 0, 1], [0, 0, 0]]",4.6187533912983945,6,x[0]-x[0]-x[0]+Constant * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 3, 4, 3]",x[0]-x[0]-x[0]+0.6175350891998616 * (x[1]**0.6092535198108304) * (x[2]),[0.61753509 0.60925352],4.9019514594524,"{'fitness 25': 4.7072744856747, 'fitness 53': 4.899610496071388, 'fitness 74': 4.2493751921490945, 'fitness 102': 4.9019514594524}",True
15,"[[0], [0], [3, 2], [0], [1, 1, 0], [1, 1, 1], []]",4.837079861336129,5,Constant-(Constant-Constant**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 1, 2, 3, 0]",7.762660280100064-(0.15252680954617684-1.2863794375431976**-3.633056962289274) * (x[1]**0.7014795970463131) * (x[2]),[ 7.76266028  0.15252681  1.28637944 -3.63305696  0.7014796 ],5.073627239817952,"{'fitness 25': 4.932616558188614, 'fitness 53': 5.139938776523359, 'fitness 74': 4.438684249296415, 'fitness 102': 5.073627239817952}",True
16,"[[0], [0], [3, 0], [2, 0], [1, 1, 0], [1, 1, 1, 1], []]",4.837080911381888,5,Constant-Constant-Constant+Constant * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 3, 4, 0]",3.2202608031055004--2.527241504576444--1.981180920597322+0.24903840127195565 * (x[1]**0.7010623048570379) * (x[2]),[ 3.2202608  -2.5272415  -1.98118092  0.2490384   0.7010623 ],5.0737548032644595,"{'fitness 25': 4.932564733143709, 'fitness 53': 5.139884446481481, 'fitness 74': 4.4387935545204735, 'fitness 102': 5.0737548032644595}",True
17,"[[0], [2], [2], [2, 1, 0, 0], [3, 2, 3, 3, 1, 0], [1, 1], []]",4.85742342561056,5,((Constant**Constant)**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 1, 0, 1, 0]",((0.254234764107469**0.5234003533690007)**0.7851994004546933) * (x[1]**0.6171453690191385) * (x[2]),[0.25423476 0.52340035 0.7851994  0.61714537],5.134213896872215,"{'fitness 25': 4.936372496968528, 'fitness 53': 5.149686615985339, 'fitness 74': 4.486211163877813, 'fitness 102': 5.134213896872215}",True
18,"[[0], [3], [], [], [2, 0, 2, 2], [1, 0, 0, 0, 1], [0, 0, 0]]",4.857423425685614,3,Constant * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 0]",0.5695979225727718 * (x[1]**0.6171450691209384) * (x[2]),[0.56959792 0.61714507],5.1342116275313865,"{'fitness 25': 4.936373720797551, 'fitness 53': 5.149685857960656, 'fitness 74': 4.486210698298635, 'fitness 102': 5.1342116275313865}",True
19,"[[0], [2], [2], [0], [3], [1, 1], []]",4.857423425816374,5,((Constant/Constant**Constant)**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 1, 1, 2, 0]",((0.29069687695890056/0.570223531564223**-0.5108440351447331)**0.3696866755384801) * (x[1]**0.6171447280742348) * (x[2]),[ 0.29069688  0.57022353 -0.51084404  0.36968668  0.61714473],5.1342109810907965,"{'fitness 25': 4.936374796772238, 'fitness 53': 5.149685779352933, 'fitness 74': 4.48620970132395, 'fitness 102': 5.1342109810907965}",True
20,"[[0], [3], [0, 0], [0, 1, 0, 0], [3, 2, 3, 3, 1, 0], [1, 1, 1, 1, 1, 1, 1], [0]]",4.857423427150739,3,Constant * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 0]",0.5695773056989554 * (x[1]**0.6171495118709408) * (x[2]),[0.56957731 0.61714951],5.1342118037125966,"{'fitness 25': 4.936361054352791, 'fitness 53': 5.1496835446208395, 'fitness 74': 4.486225682478586, 'fitness 102': 5.1342118037125966}",True
21,"[[0], [3], [0, 0], [0, 1, 0, 0], [3, 2, 3, 3, 1, 0], [1, 1, 1, 1, 1, 1, 1], [0]]",4.857423432057549,3,Constant * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 0]",0.5695746761950851 * (x[1]**0.6171503402670652) * (x[2]),[0.56957468 0.61715034],5.134191161691552,"{'fitness 25': 4.936362074241753, 'fitness 53': 5.149674742651288, 'fitness 74': 4.486233479279606, 'fitness 102': 5.134191161691552}",True
22,"[[0], [3], [3, 2], [2], [], [1, 0], [0]]",4.857423436634338,3,Constant * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 0]",0.5696065875184434 * (x[1]**0.6171426854162845) * (x[2]),[0.56960659 0.61714269],5.134252347713461,"{'fitness 25': 4.936373867061918, 'fitness 53': 5.1497036365907745, 'fitness 74': 4.486192806250322, 'fitness 102': 5.134252347713461}",True
23,"[[0], [0], [2, 2], [0, 1], [0, 2, 3, 2], [1, 1, 0, 0], [0, 0, 0, 0]]",4.857423438037511,6,(Constant+Constant**Constant)*((x[0]/x[0])**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 3, 4, 2]",(0.5693073102146615+4.363878977102665**-5.481802895708992)*((x[0]/x[0])**0.43404056455144224) * (x[1]**0.6171403418731974) * (x[2]),[ 0.56930731  4.36387898 -5.4818029   0.43404056  0.61714034],5.1342429137119225,"{'fitness 25': 4.936382076650971, 'fitness 53': 5.149701075047507, 'fitness 74': 4.486187162414055, 'fitness 102': 5.1342429137119225}",True
24,"[[0], [2], [2, 2], [2, 2], [0, 2], [1, 0], [0]]",4.85742357806523,5,((Constant**Constant)**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 1, 0, 1, 0]",((1.1303352023736506**-3.7314376019710123)**1.2305662382687) * (x[1]**0.6171141471731281) * (x[2]),[ 1.1303352  -3.7314376   1.23056624  0.61711415],5.134073666149367,"{'fitness 25': 4.936484391282476, 'fitness 53': 5.149646672517919, 'fitness 74': 4.486139670395294, 'fitness 102': 5.134073666149367}",True
25,"[[0], [1], [1, 3], [0, 2], [2, 2, 3, 3, 1, 0], [1, 1, 1, 1, 1, 1, 1], [0, 0, 0]]",4.8574236203161405,5,((Constant*Constant*Constant)/Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 3, 4, 0]",((0.4133238756236383*1.2066160307357685*0.3543033287175347)/0.31019035257176397) * (x[1]**0.6171371310949465) * (x[2]),[0.41332388 1.20661603 0.35430333 0.31019035 0.61713713],5.133987178199756,"{'fitness 25': 4.936433179584154, 'fitness 53': 5.149599329518416, 'fitness 74': 4.486238351845852, 'fitness 102': 5.133987178199756}",True
26,"[[0], [2], [3, 2], [0], [3, 3], [1, 0, 1], [0]]",4.857423758417145,4,(Constant**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 0, 0, 1, 0]",(0.340586309035664**0.5224692560204119) * (x[1]**0.6171322718902263) * (x[2]),[0.34058631 0.52246926 0.61713227],5.134447843089707,"{'fitness 25': 4.9363719680167115, 'fitness 53': 5.149788600339633, 'fitness 74': 4.486110706895089, 'fitness 102': 5.134447843089707}",True
27,"[[0], [0], [1, 3], [1, 2], [0, 2, 1], [0, 0, 0, 1], [0, 0, 0]]",5.746605727126998,6,((x[0]+x[0])*x[0])-Constant * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 3, 4, 3]",((x[0]+x[0])*x[0])--0.4826794711886816 * (x[1]**0.6330353023125372) * (x[2]),[-0.48267947  0.6330353 ],6.007340465816444,"{'fitness 25': 5.799050096220793, 'fitness 53': 6.065779275051725, 'fitness 74': 5.374987810108479, 'fitness 102': 6.007340465816444}",True
28,"[[0], [2], [1], [2, 2], [3], [0, 0], [0, 0]]",5.887370022338042,6,((x[0]/x[0])**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 2, 1, 2, 2]",((x[0]/x[0])**0.2631075658258728) * (x[1]**0.5455931299881116) * (x[2]),[0.26310757 0.54559313],6.083094332635107,"{'fitness 25': 6.220454128533688, 'fitness 53': 6.196852683983643, 'fitness 74': 5.2448032544967935, 'fitness 102': 6.083094332635107}",False
29,"[[0], [1], [2, 3], [2, 2], [0, 2], [1, 0, 1], [0]]",11.822422701330453,5,((Constant**Constant)+x[0]) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 1, 1, 2, 1]",((0.793003690707945**-4.715631072036063)+x[0]) * (x[1]**0.3820375474510619) * (x[2]),[ 0.79300369 -4.71563107  0.38203755],11.218362636101142,"{'fitness 25': 12.710007079415703, 'fitness 53': 11.98895057190427, 'fitness 74': 10.768310452671386, 'fitness 102': 11.218362636101142}",True
30,"[[0], [1], [3, 2], [2], [0, 2], [0, 1, 0], [0, 0, 0]]",11.822422701330453,5,(x[0]+(Constant**Constant)) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 1, 1, 2, 1]",(x[0]+(0.793003690707945**-4.715631072036063)) * (x[1]**0.3820375474510619) * (x[2]),[ 0.79300369 -4.71563107  0.38203755],11.218362636101142,"{'fitness 25': 12.710007079415703, 'fitness 53': 11.98895057190427, 'fitness 74': 10.768310452671386, 'fitness 102': 11.218362636101142}",True
31,"[[0], [1], [1, 0], [0, 2, 2, 2], [1, 0, 0, 1], [0, 0, 0, 1, 1], [0, 0, 0]]",11.822422787111087,6,((x[0]-x[0]+x[0])+Constant-Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 4, 5, 3]",((x[0]-x[0]+x[0])+1.8973066749113099--1.0886164238705616) * (x[1]**0.38201497421691016) * (x[2]),[ 1.89730667 -1.08861642  0.38201497],11.21835236663549,"{'fitness 25': 12.71003611876899, 'fitness 53': 11.988947383312546, 'fitness 74': 10.768284859251725, 'fitness 102': 11.21835236663549}",True
32,"[[0], [1], [1, 3], [0, 2], [0, 2, 0], [0, 0, 0, 1], [0, 0, 0]]",14.880804826525015,6,((x[0]+x[0]*x[0])+Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 3, 4, 3]",((x[0]+x[0]*x[0])+6.5751110545011535) * (x[1]**0.2865605902669842) * (x[2]),[6.57511105 0.28656059],14.08841960818602,"{'fitness 25': 15.910417906105545, 'fitness 53': 15.020210217970092, 'fitness 74': 13.71178635549941, 'fitness 102': 14.08841960818602}",True
33,"[[0], [3], [1, 0], [1, 2, 0], [0, 1, 2, 0], [0, 1, 1, 1, 0], [0, 0]]",21.397405564945668,4,x[0] * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 1]",x[0] * (x[1]**0.537842733454527) * (x[2]),[0.53784273],20.130660658409663,"{'fitness 25': 23.35197958912551, 'fitness 53': 21.654337531472507, 'fitness 74': 19.18589957423899, 'fitness 102': 20.130660658409663}",True
34,"[[0], [0], [3, 0], [2, 0], [1, 1, 0], [1, 1, 1, 1], []]",22.004582596725342,5,Constant-Constant-Constant+Constant * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 3, 4, 0]",20.221598838446422--19.41291191169727--19.55536805432086+0.012429987809973227 * (x[1]**-6.8607583422009215) * (x[2]),"[ 2.02215988e+01 -1.94129119e+01 -1.95553681e+01  1.24299878e-02
 -6.86075834e+00]",21.71527322084766,"{'fitness 25': 22.36554350176456, 'fitness 53': 22.037098102470292, 'fitness 74': 21.61110618594118, 'fitness 102': 21.71527322084766}",True
35,"[[0], [1], [3, 1], [0, 0], [2, 3, 0, 0], [0, 0, 0, 1, 0], [0, 0, 0, 0]]",24.566074224767856,6,(x[0]*(x[0]/x[0]+Constant+x[0])) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 4, 5, 4]",(x[0]*(x[0]/x[0]+4.817534639518833+x[0])) * (x[1]**0.30277507827331196) * (x[2]),[4.81753464 0.30277508],22.83578584386153,"{'fitness 25': 26.889558613767008, 'fitness 53': 24.799808571676444, 'fitness 74': 22.008855488860107, 'fitness 102': 22.83578584386153}",True
36,"[[0], [0], [1, 1], [2, 1, 0, 1], [2, 2, 0, 0, 3, 0], [1, 0, 1, 1, 1, 0, 0], [0, 0, 0]]",28.329746770665214,6,(Constant*(x[0]*Constant))+(Constant+Constant/(x[0]+x[0])) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 6, 7, 3]",(8.19128634806871*(x[0]*6.772640851177466))+(-0.5148206758772097+0.40302315960482504/(x[0]+x[0])) * (x[1]**-6.798424816670716) * (x[2]),[ 8.19128635  6.77264085 -0.51482068  0.40302316 -6.79842482],26.453580599832538,"{'fitness 25': 30.544745278635844, 'fitness 53': 28.483205890115176, 'fitness 74': 25.961289143244628, 'fitness 102': 26.453580599832538}",True
37,"[[0], [0], [1, 1], [1, 1, 1, 0], [0, 1, 0, 0, 3, 0, 3], [0, 1, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0]]",33.39141788380425,6,((x[0]+Constant)-(x[0]+x[0]))+((Constant/x[0])+Constant/Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 7, 8, 4]",((x[0]+0.7539283023924734)-(x[0]+x[0]))+((0.9707073971102669/x[0])+0.16965509207271146/0.854686776983326) * (x[1]**0.4340149977480058) * (x[2]),[0.7539283  0.9707074  0.16965509 0.85468678 0.434015  ],32.362275081758156,"{'fitness 25': 33.96403845198477, 'fitness 53': 33.349106534699416, 'fitness 74': 32.861108664728555, 'fitness 102': 32.362275081758156}",True
38,"[[0], [3], [], [], [], [1], []]",47.24000761335507,3,Constant * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 0]",0.2631075658258728 * (x[1]**0.5455931299881116) * (x[2]),[0.26310757 0.54559313],45.30435540936568,"{'fitness 25': 49.05524468836005, 'fitness 53': 47.18496101549756, 'fitness 74': 45.47981713620763, 'fitness 102': 45.30435540936568}",False
39,"[[0], [0], [2, 0], [2, 1, 0], [3, 3, 0, 3, 3], [0, 0, 1, 1, 1], [0, 0]]",50.99866523591959,6,(x[0]**Constant)/(x[0]/Constant)+Constant/Constant * (x[1]**Constant) * (x[2]),"[1, 1, 2, 3, 4, 5, 2]",(x[0]**0.13660893038422284)/(x[0]/0.010246435921318353)+0.11680122256716907/0.03248685378212324 * (x[1]**0.19890682343748034) * (x[2]),[0.13660893 0.01024644 0.11680122 0.03248685 0.19890682],48.51345108890399,"{'fitness 25': 53.18786338909237, 'fitness 53': 50.86404226261854, 'fitness 74': 48.94409005604784, 'fitness 102': 48.51345108890399}",True
40,"[[0], [3], [], [], [], [0], [0]]",57.543323344931515,4,x[0] * (x[1]**Constant) * (x[2]),"[1, 1, 0, 0, 0, 1, 1]",x[0] * (x[1]**0.2631075658258728) * (x[2]),[0.26310757],54.87883448194742,"{'fitness 25': 59.95052379391937, 'fitness 53': 57.40493188809494, 'fitness 74': 55.274514352780216, 'fitness 102': 54.87883448194742}",False
41,"[[0], [0], [2, 2], [1, 2], [3, 0], [1, 1, 1], []]",58.59373569261459,5,((Constant/Constant)**Constant)+(Constant**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 2, 2, 3, 0]",((0.2631075658258728/0.5455931299881116)**0.4031369873645383)+(0.9577759948709412**0.8718871682749822) * (x[1]**0.21892564753773303) * (x[2]),[0.26310757 0.54559313 0.40313699 0.95777599 0.87188717 0.21892565],55.92149336278588,"{'fitness 25': 60.916247526469924, 'fitness 53': 58.42952797878176, 'fitness 74': 56.435431572592066, 'fitness 102': 55.92149336278588}",False
42,"[[0], [0], [1, 1], [0, 2, 0, 0], [3, 0, 3, 3, 3, 0], [1, 1, 1, 1, 0, 1, 0], [0, 0]]",61.557167237821524,6,(Constant/Constant+Constant)/(Constant/x[0]/Constant+x[0]) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 6, 7, 2]",(0.2631075658258728/0.5455931299881116+0.4031369873645383)/(0.9577759948709412/x[0]/0.8718871682749822+x[0]) * (x[1]**0.21892564753773303) * (x[2]),[0.26310757 0.54559313 0.40313699 0.95777599 0.87188717 0.21892565],58.822024897835064,"{'fitness 25': 63.932658489534404, 'fitness 53': 61.38494651204627, 'fitness 74': 59.35389671188391, 'fitness 102': 58.822024897835064}",False
43,"[[0], [1], [2, 3], [0], [3, 3], [1, 1, 1], []]",63.14479684547652,5,((Constant/Constant**Constant)/Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 1, 2, 3, 0]",((0.2650164081187163/0.666929323768985**0.29977782406763)/1.1592055684395712) * (x[1]**-0.8720166731885934) * (x[2]),[ 0.26501641  0.66692932  0.29977782  1.15920557 -0.87201667],60.37343680683167,"{'fitness 25': 65.53831032187284, 'fitness 53': 62.96481956830715, 'fitness 74': 60.93126064624958, 'fitness 102': 60.37343680683167}",True
44,"[[0], [1], [2, 3], [0], [3, 2], [1, 0, 1], [0]]",63.14492042979875,6,((Constant/x[0]**Constant)*Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 1, 2, 3, 1]",((-0.5788292314046564/x[0]**0.5027081249961208)*-0.1463535026781605) * (x[1]**-0.9449382651839942) * (x[2]),[-0.57882923  0.50270812 -0.1463535  -0.94493827],60.37357137961186,"{'fitness 25': 65.53842583499242, 'fitness 53': 62.96494423336383, 'fitness 74': 60.931391221040016, 'fitness 102': 60.37357137961186}",True
45,"[[0], [2], [0, 2], [0, 2], [3, 0], [1, 0, 1], [0]]",63.1449514685116,6,(Constant/x[0]+Constant**Constant) * (x[1]**Constant) * (x[2]),"[1, 1, 1, 2, 2, 3, 1]",(-0.19225648509277393/x[0]+0.8320770665436309**0.1932369092322549) * (x[1]**-11.955968989805326) * (x[2]),[ -0.19225649   0.83207707   0.19323691 -11.95596899],60.3736061498706,"{'fitness 25': 65.53845433058747, 'fitness 53': 62.96497582407102, 'fitness 74': 60.9314242508763, 'fitness 102': 60.3736061498706}",True
46,"[[0], [1], [2, 1], [0, 0, 2], [0, 2, 1, 2], [1, 0, 1, 1, 0], [0, 0]]",63.1449514685116,6,((Constant+x[0]**Constant)*(Constant-Constant*x[0])) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 3, 4, 5, 2]",((-0.33498610861568945+x[0]**0.42958028522164843)*(1.549310215952622--0.37546558971472743*x[0])) * (x[1]**-6.10928949553943) * (x[2]),[-0.33498611  0.42958029  1.54931022 -0.37546559 -6.1092895 ],60.3736061498706,"{'fitness 25': 65.53845433058747, 'fitness 53': 62.96497582407102, 'fitness 74': 60.9314242508763, 'fitness 102': 60.3736061498706}",True
47,"[[0], [1], [1, 1], [2, 0, 2, 0], [0, 0, 1, 0, 3, 0], [0, 1, 1, 1, 1, 0, 0], [0, 0]]",63.1449514685116,6,((x[0]+Constant+Constant)-(Constant+Constant/x[0])) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 4, 5, 6, 2]",((x[0]+-0.11050962393372016+0.17197594022851864)-(0.7767541771241313+0.9812821698795282/x[0])) * (x[1]**-5.540847042911939) * (x[2]),[-0.11050962  0.17197594  0.77675418  0.98128217 -5.54084704],60.3736061498706,"{'fitness 25': 65.53845433058747, 'fitness 53': 62.96497582407102, 'fitness 74': 60.9314242508763, 'fitness 102': 60.3736061498706}",True
48,"[[0], [1], [0, 2], [2, 0, 1, 0], [0, 3, 3, 0, 1, 0], [0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0]]",63.1449514685116,6,(x[0]+Constant/x[0]/((Constant+x[0])**Constant)) * (x[1]**Constant) * (x[2]),"[1, 1, 2, 3, 4, 5, 3]",(x[0]+-1.483387428701632/x[0]/((0.6784928462540912+x[0])**0.5686078992175463)) * (x[1]**-20.567844782697335) * (x[2]),[ -1.48338743   0.67849285   0.5686079  -20.56784478],60.3736061498706,"{'fitness 25': 65.53845433058747, 'fitness 53': 62.96497582407102, 'fitness 74': 60.9314242508763, 'fitness 102': 60.3736061498706}",True
