,genotype,fitness,tree_depth,original_phenotype,mapping_values,phenotype,opt_const,fitness val,other_info,optimized
10,"[[0], [2], [2], [1], [1, 0], [3, 1, 1], [1, 0, 1, 1], [1]]",0.28332639046597335,7,((((Constant/x[1])-Constant-Constant)**Constant)**Constant) + Constant*x[0]**Constant + Constant*x[1]**Constant,"[1, 1, 1, 1, 2, 3, 4, 1]",((((-4.366982719376838/x[1])--26.935019989308994--27.534491554697347)**8.258233054901483)**-22.929418172096245) + 2.028745948264368*x[0]**-0.11020097468512341 + 10.080105417916979*x[1]**-8.100594797205494,"[ -4.36698272 -26.93501999 -27.53449155   8.25823305 -22.92941817
   2.02874595  -0.11020097  10.08010542  -8.1005948 ]",0.2734857541827097,"{'fitness 25': 0.28418029143128143, 'fitness 53': 0.2917382768853021, 'fitness 74': 0.2734857541827097, 'fitness 102': 0.2740606030813365}",True
11,"[[0], [1], [3, 2], [0], [0, 2], [2, 3, 1], [1, 0, 0, 0], [0, 0, 1]]",0.2874075406818009,7,(Constant*(x[0]/x[0]-x[1]**Constant)) + Constant*x[0]**Constant + Constant*x[1]**Constant,"[1, 1, 2, 1, 2, 3, 4, 3]",(2.129258114598788*(x[0]/x[0]-x[1]**-26.261621108039577)) + -0.3558924568152877*x[0]**0.2930033737717803 + 15.420448757583326*x[1]**-27.183320545286477,"[  2.12925811 -26.26162111  -0.35589246   0.29300337  15.42044876
 -27.18332055]",0.3167714112199414,"{'fitness 25': 0.22910245153947584, 'fitness 53': 0.32039692522354923, 'fitness 74': 0.3167714112199414, 'fitness 102': 0.31272324528237766}",True
12,"[[0], [0], [0, 3], [2, 3], [0], [2, 3, 1], [0, 0, 1, 0], [0, 0, 0]]",0.2951066898314638,7,(x[0]*x[0]**Constant)/Constant-x[0] + Constant*x[0]**Constant + Constant*x[1]**Constant,"[1, 1, 2, 2, 1, 3, 4, 3]",(x[0]*x[0]**6.71376678871194)/-39.12278644249943-x[0] + 2.9042802540230106*x[0]**0.3292757812911544 + 21.71683817655327*x[1]**-9.912272132722109,"[  6.71376679 -39.12278644   2.90428025   0.32927578  21.71683818
  -9.91227213]",0.3190011068912049,"{'fitness 25': 0.2394009389569722, 'fitness 53': 0.3269829452659286, 'fitness 74': 0.3190011068912049, 'fitness 102': 0.31893618527149076}",True
13,"[[0], [1], [1, 2], [3, 3, 0], [2, 1], [0, 3, 1, 3], [1, 0, 0, 1, 0], [1, 0, 0]]",0.2978994591097654,7,((Constant+x[1])/(x[0]-(Constant/x[0])**Constant)) + Constant*x[0]**Constant + Constant*x[1]**Constant,"[1, 1, 2, 3, 2, 4, 5, 3]",((13.78871167299732+x[1])/(x[0]-(19.85222038882578/x[0])**21.454518184632413)) + 1.548497835425656*x[0]**-0.673851185752546 + 8.965460249486913*x[1]**-11.187820399365375,"[ 13.78871167  19.85222039  21.45451818   1.54849784  -0.67385119
   8.96546025 -11.1878204 ]",0.3127221538629008,"{'fitness 25': 0.2823464075672314, 'fitness 53': 0.30200937429332564, 'fitness 74': 0.3127221538629008, 'fitness 102': 0.3093425954687392}",True
14,"[[0], [1], [3, 3], [], [], [2], [1, 0], [0]]",0.3282054850940762,5,(Constant*x[0]) + Constant*x[0]**Constant + Constant*x[1]**Constant,"[1, 1, 2, 0, 0, 1, 2, 1]",(-0.07000659668013764*x[0]) + 1.791849726067721*x[0]**0.00788852396819828 + -23.286293068268392*x[1]**-17.015565899884646,"[-7.00065967e-02  1.79184973e+00  7.88852397e-03 -2.32862931e+01
 -1.70155659e+01]",0.3606010836057456,"{'fitness 25': 0.26473284260809643, 'fitness 53': 0.36268553346824434, 'fitness 74': 0.3606010836057456, 'fitness 102': 0.35719807920588786}",True
15,"[[0], [1], [1, 0], [0, 1, 2, 0], [0, 2, 1, 1, 2, 2, 2], [2, 2, 1, 3, 3, 0, 2, 0, 3], [0, 0, 1, 1, 1, 0, 1, 1, 1, 1], [0, 0, 1]]",0.330356484904307,7,((x[0]*x[0]*Constant-((Constant/Constant)/(x[1]+Constant)))*(Constant**Constant)+Constant/Constant) + Constant*x[0]**Constant + Constant*x[1]**Constant,"[1, 1, 2, 4, 7, 9, 10, 3]",((x[0]*x[0]*24.41392919578991-((36.40714995912827/-49.137528198788104)/(x[1]+1.7073136089243324)))*(9.278787606251452**-18.0492560902697)+30.67894762424852/-27.41102090982337) + 2.6379123107716778*x[0]**-0.22464507299318204 + 25.000791688430798*x[1]**-38.71675196994586,"[ 24.4139292   36.40714996 -49.1375282    1.70731361   9.27878761
 -18.04925609  30.67894762 -27.41102091   2.63791231  -0.22464507
  25.00079169 -38.71675197]",0.37650531156115846,"{'fitness 25': 0.27260094699109383, 'fitness 53': 0.35601443053343723, 'fitness 74': 0.37650531156115846, 'fitness 102': 0.36245407718839}",True
16,"[[0], [3], [], [], [], [], [0], [0]]",0.35604603970449955,4,x[0] + Constant*x[0]**Constant + Constant*x[1]**Constant,"[1, 1, 0, 0, 0, 0, 1, 1]",x[0] + 0.7658149597533377*x[0]**-1.5561603392239394 + 25.401861435674128*x[1]**-24.38868746485366,[  0.76581496  -1.55616034  25.40186144 -24.38868746],0.26488246047825564,"{'fitness 25': 0.3619001462620922, 'fitness 53': 0.3706581550370545, 'fitness 74': 0.26488246047825564, 'fitness 102': 0.3355798178143519}",True
17,"[[0], [1], [3, 2], [2], [2], [2], [0, 1], [1]]",0.3698446971199428,6,(x[1]*((Constant**Constant)**Constant)) + Constant*x[0]**Constant + Constant*x[1]**Constant,"[1, 1, 2, 1, 1, 1, 2, 1]",(x[1]*((9.47164701315952**-14.049264923979875)**22.666612274629994)) + 1.7612516279514299*x[0]**0.07614384642060124 + 9.962941370283385*x[1]**-24.22520290018597,"[  9.47164701 -14.04926492  22.66661227   1.76125163   0.07614385
   9.96294137 -24.2252029 ]",0.39605291103782364,"{'fitness 25': 0.31027814457033936, 'fitness 53': 0.4037962250459579, 'fitness 74': 0.39605291103782364, 'fitness 102': 0.3954597217435311}",True
18,"[[0], [0], [3, 2], [1, 3, 2], [2, 1], [2, 1, 1], [0, 1, 1, 1], [1, 0, 0]]",0.37598181343316156,6,x[1]*((Constant-(Constant-Constant))**Constant) + Constant*x[0]**Constant + Constant*x[1]**Constant,"[1, 1, 2, 1, 2, 3, 4, 1]",x[1]*((40.02920289118278-(1.3542250580672102--1.109411825626367))**-35.774772620465036) + 2.086434448946478*x[0]**0.030017515206696155 + -22.15715377056598*x[1]**-4.1907133020437985,"[ 4.00292029e+01  1.35422506e+00 -1.10941183e+00 -3.57747726e+01
  2.08643445e+00  3.00175152e-02 -2.21571538e+01 -4.19071330e+00]",0.369898260134706,"{'fitness 25': 0.36940376815524095, 'fitness 53': 0.38899569584581706, 'fitness 74': 0.369898260134706, 'fitness 102': 0.3695459762984265}",True
19,"[[0], [1], [3, 0], [2, 2], [2, 1], [2, 3, 3], [1, 1, 1, 0], [1]]",0.38151923552782446,7,(Constant*(Constant**Constant)/((Constant/x[1])**Constant)) + Constant*x[0]**Constant + Constant*x[1]**Constant,"[1, 1, 2, 2, 2, 3, 4, 1]",(7.6455462209853495*(-19.32041101560793**-26.467028582880232)/((29.821224144138277/x[1])**-16.203468531491055)) + 1.4196736140746289*x[0]**-0.6196458266679106 + 31.486832507847776*x[1]**-7.5989762939868335,"[  7.64554622 -19.32041102 -26.46702858  29.82122414 -16.20346853
   1.41967361  -0.61964583  31.48683251  -7.59897629]",0.4208300621625485,"{'fitness 25': 0.34186811663080635, 'fitness 53': 0.39714187422097136, 'fitness 74': 0.4208300621625485, 'fitness 102': 0.4055477157316955}",True
20,"[[0], [2], [2], [0], [0, 0], [3, 2, 1], [0, 1, 1, 1], [1]]",0.41375497247069853,7,((x[1]/Constant*Constant-Constant**Constant)**Constant) + Constant*x[0]**Constant + Constant*x[1]**Constant,"[1, 1, 1, 1, 2, 3, 4, 1]",((x[1]/-0.6818050540703631*-32.0725785491339--16.29163949262322**0.6091273904223264)**-22.45702936570664) + 1.7982895804896657*x[0]**0.1673329820591931 + 30.821539647251285*x[1]**-10.80681400527692,"[ -0.68180505 -32.07257855 -16.29163949   0.60912739 -22.45702937
   1.79828958   0.16733298  30.82153965 -10.80681401]",0.4348440987049134,"{'fitness 25': 0.35781338013120173, 'fitness 53': 0.44691805990991007, 'fitness 74': 0.4348440987049134, 'fitness 102': 0.43653347737098364}",True
21,"[[0], [2], [2], [0], [1, 0], [3, 2, 1], [0, 0, 1, 1], [1, 0]]",0.44292327543207777,7,(((x[1]/x[0])*Constant-Constant**Constant)**Constant) + Constant*x[0]**Constant + Constant*x[1]**Constant,"[1, 1, 1, 1, 2, 3, 4, 2]",(((x[1]/x[0])*16.629207010177886-0.16602615982649294**8.124174630156343)**-29.098330420310713) + 1.5054813028685068*x[0]**-0.09789959619314126 + -18.264146907519972*x[1]**-32.87510364716634,"[ 16.62920701   0.16602616   8.12417463 -29.09833042   1.5054813
  -0.0978996  -18.26414691 -32.87510365]",0.48409397628356493,"{'fitness 25': 0.37543107927065955, 'fitness 53': 0.47553420312657757, 'fitness 74': 0.48409397628356493, 'fitness 102': 0.4778045438989962}",True
22,"[[0], [1], [3, 0], [2, 2], [2, 1], [2, 3, 0], [1, 1, 1, 1, 0, 0], [1, 1, 1, 0]]",0.4434417349724464,6,(Constant*(Constant**Constant)/((Constant+Constant)**Constant)) + Constant*x[0]**Constant + Constant*x[1]**Constant,"[1, 1, 2, 2, 2, 3, 4, 0]",(-5.729649048004038*(-17.631116703803855**-43.91392434976236)/((42.46912745277666+-3.421290595161965)**-15.093700480909424)) + 1.8695492010234007*x[0]**0.23146772621854234 + -49.15290865921355*x[1]**-15.17294314812049,"[ -5.72964905 -17.6311167  -43.91392435  42.46912745  -3.4212906
 -15.09370048   1.8695492    0.23146773 -49.15290866 -15.17294315]",0.45832865714527754,"{'fitness 25': 0.39485837433950804, 'fitness 53': 0.47440166806683753, 'fitness 74': 0.45832865714527754, 'fitness 102': 0.46106516251099344}",True
23,"[[0], [0], [2, 0], [3, 2, 2, 3], [1, 2, 1], [3, 2, 0, 0, 0, 3, 2, 1], [1, 1, 0, 0, 1, 1, 1], [1, 0, 0]]",0.4613281471798383,7,(Constant**Constant)/((Constant*x[1])**Constant)+(x[0]**Constant) + Constant*x[0]**Constant + Constant*x[1]**Constant,"[1, 1, 2, 3, 2, 3, 4, 2]",(14.595615627239505**14.077950329738028)/((48.31525962289135*x[1])**49.91883666457742)+(x[0]**0.10661357400233373) + 0.44620838643613836*x[0]**-0.6642933570022818 + -34.42511672518602*x[1]**-21.853372233416913,"[ 14.59561563  14.07795033  48.31525962  49.91883666   0.10661357
   0.44620839  -0.66429336 -34.42511673 -21.85337223]",0.5051818603444685,"{'fitness 25': 0.39582148190372735, 'fitness 53': 0.4922440411958402, 'fitness 74': 0.5051818603444685, 'fitness 102': 0.49591891843994734}",True
24,"[[0], [2], [2], [0], [0, 1], [0, 2, 0], [0, 1, 0, 1], [1, 1]]",0.4992269832813471,7,((x[1]+Constant*(x[1]+Constant)**Constant)**Constant) + Constant*x[0]**Constant + Constant*x[1]**Constant,"[1, 1, 1, 1, 2, 3, 4, 2]",((x[1]+0.6848997495197384*(x[1]+19.707643978189452)**12.24921144361944)**-21.564305036004978) + 2.1673290889040704*x[0]**0.1877957667475727 + 11.78988861656624*x[1]**-13.557378611644374,"[  0.68489975  19.70764398  12.24921144 -21.56430504   2.16732909
   0.18779577  11.78988862 -13.55737861]",0.493753533621292,"{'fitness 25': 0.49008515234372513, 'fitness 53': 0.5142904077214474, 'fitness 74': 0.493753533621292, 'fitness 102': 0.4933053897788688}",True
25,"[[0], [1], [3, 0], [2, 3], [2], [3, 1], [0, 1, 1], [1, 1]]",0.5446172422286001,6,(x[1]/(Constant**Constant)-Constant) + Constant*x[0]**Constant + Constant*x[1]**Constant,"[1, 1, 2, 2, 1, 2, 3, 1]",(x[1]/(12.68922210571289**21.036551835387318)--2.166028698157703) + -0.7897586562281154*x[0]**1.7232742658874818 + 20.460080989481096*x[1]**-9.879310965080514,"[12.68922211 21.03655184 -2.1660287  -0.78975866  1.72327427 20.46008099
 -9.87931097]",0.5883623839950464,"{'fitness 25': 0.499844919130959, 'fitness 53': 0.5604235557953737, 'fitness 74': 0.5883623839950464, 'fitness 102': 0.5735832517594674}",True
26,"[[0], [1], [2, 0], [2, 3, 3], [1, 2, 1], [3, 1, 1], [0, 0, 0, 0, 1, 1, 1], [0, 1, 0, 0]]",0.594723569635469,7,((((x[0]/x[1])**Constant)**Constant)-x[0]-x[0]) + Constant*x[0]**Constant + Constant*x[1]**Constant,"[1, 1, 2, 3, 1, 3, 4, 4]",((((x[0]/x[1])**-49.19697778596798)**-48.31815777008725)-x[0]-x[0]) + 3.4548368638465767*x[0]**0.589665189322139 + -28.556930571293194*x[1]**-28.67027869549724,"[-49.19697779 -48.31815777   3.45483686   0.58966519 -28.55693057
 -28.6702787 ]",0.6287540324787689,"{'fitness 25': 0.5252344094389004, 'fitness 53': 0.6283870248405186, 'fitness 74': 0.6287540324787689, 'fitness 102': 0.6305492746269883}",True
27,"[[0], [0], [3, 1], [0, 0], [2, 0, 2, 2], [1, 1, 2, 2, 0], [0, 1, 1, 0, 1, 0], [0, 0, 0]]",0.5990084223871447,7,x[0]-(Constant-Constant*x[0]*Constant+x[0]) + Constant*x[0]**Constant + Constant*x[1]**Constant,"[1, 1, 2, 2, 4, 5, 6, 3]",x[0]-(0.2654195039677799-0.3217807877911648*x[0]*0.5031134268070332+x[0]) + 0.7221186030153598*x[0]**0.47708698805400485 + 0.09437401674623669*x[1]**0.2996053395095537,"[0.2654195  0.32178079 0.50311343 0.7221186  0.47708699 0.09437402
 0.29960534]",0.645321205176845,"{'fitness 25': 0.5078883207511325, 'fitness 53': 0.6347220093106647, 'fitness 74': 0.645321205176845, 'fitness 102': 0.6544149370996367}",False
28,"[[0], [2], [2], [0], [2, 0], [2, 2], [0, 1, 0, 1], [1, 1]]",0.6537793997515776,7,((x[1]*Constant*x[1]**Constant)**Constant) + Constant*x[0]**Constant + Constant*x[1]**Constant,"[1, 1, 1, 1, 2, 2, 3, 2]",((x[1]*31.135276435451956*x[1]**-7.832913861711948)**10.68942818938335) + 2.442338106384746*x[0]**-0.2900157919161058 + -19.78625001849742*x[1]**-16.666749928415797,"[ 31.13527644  -7.83291386  10.68942819   2.44233811  -0.29001579
 -19.78625002 -16.66674993]",0.6069165283793369,"{'fitness 25': 0.7007364544424399, 'fitness 53': 0.6354608570434048, 'fitness 74': 0.6069165283793369, 'fitness 102': 0.6251408877688881}",True
29,"[[0], [2], [2], [0], [2, 0], [1, 1], [0, 1, 0], [1, 0]]",0.6630571855195997,7,((x[1]-Constant-x[0]**Constant)**Constant) + Constant*x[0]**Constant + Constant*x[1]**Constant,"[1, 1, 1, 1, 2, 2, 3, 2]",((x[1]--19.957955237385747-x[0]**-1.9418537255745307)**-32.4205163356686) + 1.2257116787393967*x[0]**-0.2252774555401139 + 20.677529662487746*x[1]**-6.555684404779573,"[-19.95795524  -1.94185373 -32.42051634   1.22571168  -0.22527746
  20.67752966  -6.5556844 ]",0.7067990388950871,"{'fitness 25': 0.6008804301778529, 'fitness 53': 0.6906949765298567, 'fitness 74': 0.7067990388950871, 'fitness 102': 0.6975961498510894}",True
30,"[[0], [2], [3], [], [], [], [1], []]",0.6897831145034076,4,(Constant**Constant) + Constant*x[0]**Constant + Constant*x[1]**Constant,"[1, 1, 1, 0, 0, 0, 1, 0]",(-31.051335863230364**-23.110539530104102) + 1.7381506978841013*x[0]**0.6718897108620627 + -27.620497323509166*x[1]**-43.35438440412553,"[-31.05133586 -23.11053953   1.7381507    0.67188971 -27.62049732
 -43.3543844 ]",0.7028723625228769,"{'fitness 25': 0.6314355341959029, 'fitness 53': 0.7238247015202741, 'fitness 74': 0.7028723625228769, 'fitness 102': 0.7140891077940456}",True
31,"[[0], [2], [1, 3], [2, 3], [2], [2, 0, 2, 2], [0, 0], [0, 1]]",0.770731303649555,7,(((x[0]**Constant)*x[1])**Constant) + Constant*x[0]**Constant + Constant*x[1]**Constant,"[1, 1, 1, 2, 1, 1, 2, 2]",(((x[0]**5.007187712325484)*x[1])**-15.115176584696634) + 2.259284229173081*x[0]**0.5846301261538969 + -2.5514281179509766*x[1]**-18.536252268486077,"[  5.00718771 -15.11517658   2.25928423   0.58463013  -2.55142812
 -18.53625227]",0.7677938700867987,"{'fitness 25': 0.7524157857284585, 'fitness 53': 0.7910181652255545, 'fitness 74': 0.7677938700867987, 'fitness 102': 0.7687599599946522}",True
32,"[[0], [0], [2, 3], [1], [0, 1], [2, 3, 3, 3], [1, 0, 0, 0, 0], [0, 1, 0, 1]]",0.9088593275141578,7,((Constant*x[0]/(x[1]/x[0]))**Constant)/x[1] + Constant*x[0]**Constant + Constant*x[1]**Constant,"[1, 1, 2, 1, 2, 4, 5, 4]",((19.765172724193853*x[0]/(x[1]/x[0]))**45.17212698594145)/x[1] + 1.594330514610248*x[0]**1.1919691823076732 + -23.526448899412014*x[1]**-21.564990820177734,"[ 19.76517272  45.17212699   1.59433051   1.19196918 -23.5264489
 -21.56499082]",0.9184101899752295,"{'fitness 25': 0.8475323125503154, 'fitness 53': 0.9429399180905267, 'fitness 74': 0.9184101899752295, 'fitness 102': 0.9361057519016314}",True
33,"[[0], [1], [2, 2], [1, 2], [1, 2, 2], [3, 1, 1, 2], [1, 1, 1, 1, 0], [0]]",0.9256479296130302,6,((((Constant/Constant)-Constant)**Constant)-((Constant**Constant)**Constant)) + Constant*x[0]**Constant + Constant*x[1]**Constant,"[1, 1, 2, 2, 3, 3, 4, 0]",((((-2.3315167031721966/-34.524057665560996)--3.2632094195477492)**-10.600456037843047)-((43.34980766949572**-8.346311817227091)**25.364570725597375)) + 1.2745512866950826*x[0]**0.9426597183001846 + -6.139928595245589*x[1]**-28.40165391885745,"[ -2.3315167  -34.52405767  -3.26320942 -10.60045604  43.34980767
  -8.34631182  25.36457073   1.27455129   0.94265972  -6.1399286
 -28.40165392]",0.9466704207895831,"{'fitness 25': 0.8558423196436948, 'fitness 53': 0.9598856064283695, 'fitness 74': 0.9466704207895831, 'fitness 102': 0.9612158627670263}",True
34,"[[0], [1], [3, 2], [2], [2], [3, 2, 1], [1, 1, 1, 1], [1]]",1.3873943828074105,6,(Constant/((Constant**Constant)**Constant)) + Constant*x[0]**Constant + Constant*x[1]**Constant,"[1, 1, 2, 1, 1, 1, 2, 0]",(14.010416600457699/((4.89356700866783**2.6835521638996758)**7.996607643326772)) + 0.6225380596969998*x[0]**1.4823490908610752 + 8.603942222267513*x[1]**-11.47293244162097,"[ 14.0104166    4.89356701   2.68355216   7.99660764   0.62253806
   1.48234909   8.60394222 -11.47293244]",1.4155361541311715,"{'fitness 25': 1.3207359534184964, 'fitness 53': 1.4163613950329212, 'fitness 74': 1.4155361541311715, 'fitness 102': 1.425085799970814}",True
