,genotype,fitness,tree_depth,original_phenotype,mapping_values,phenotype,opt_const,fitness val,other_info,optimized
10,"[[0], [3], [], [], [], [], [1], []]",3.965947205553095,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.8722961365736599,[0.87229614],4.481698183803414,"{'fitness 25': 3.4722074812297303, 'fitness 53': 4.2042537115561185, 'fitness 74': 4.221380423873437, 'fitness 102': 4.481698183803414}",False
11,"[[0], [0], [0, 1], [1, 1, 1, 3], [2, 0, 0, 1, 1, 2], [2, 3, 0, 2, 0, 1, 3, 0, 0, 2], [0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1], [0, 0, 0, 0, 1]]",3.9665309008035217,7,(x[0]*Constant/x[0])+(Constant*x[0]+(Constant-Constant))/(((Constant+x[0])+x[1])*Constant),"[1, 1, 2, 4, 6, 10, 11, 5]",(x[0]*0.8722961365736599/x[0])+(0.1590266885875664*x[0]+(0.6668538375296034-0.8459378542008554))/(((0.8844667770438143+x[0])+x[1])*0.036109501676126476),[0.87229614 0.15902669 0.66685384 0.84593785 0.88446678 0.0361095 ],4.482471706846913,"{'fitness 25': 3.4726493560830676, 'fitness 53': 4.2048706098524296, 'fitness 74': 4.222072736475067, 'fitness 102': 4.482471706846913}",False
12,"[[0], [0], [0, 3], [3, 3], [], [3, 2], [1, 1, 0], [0]]",3.9841426523548065,5,Constant/Constant*x[0],"[1, 1, 2, 2, 0, 2, 3, 1]",0.8722961365736599/0.1590266885875664*x[0],[0.87229614 0.15902669],4.245366343299234,"{'fitness 25': 3.705749312247339, 'fitness 53': 4.158345243640523, 'fitness 74': 4.088333401176559, 'fitness 102': 4.245366343299234}",False
13,"[[0], [2], [3], [], [], [], [0], [0]]",4.031023689058627,5,(x[0]**Constant),"[1, 1, 1, 0, 0, 0, 1, 1]",(x[0]**0.8722961365736599),[0.87229614],4.5583677972417105,"{'fitness 25': 3.5318637971316122, 'fitness 53': 4.2776791173261834, 'fitness 74': 4.2835281527180875, 'fitness 102': 4.5583677972417105}",False
14,"[[0], [3], [], [], [], [], [0], [0]]",4.047719074305821,4,x[0],"[1, 1, 0, 0, 0, 0, 1, 1]",x[0],[],4.576039321538798,"{'fitness 25': 3.548449527703945, 'fitness 53': 4.2948212870829865, 'fitness 74': 4.299886408130533, 'fitness 102': 4.576039321538798}",False
15,"[[0], [0], [3, 0], [1, 3], [2, 1], [2, 3, 1, 0], [0, 1, 0, 0, 0], [0, 0, 1, 0]]",4.047935824338334,7,x[0]*(Constant/(x[0]-x[1]))+x[0],"[1, 1, 2, 2, 2, 4, 5, 4]",x[0]*(0.8722961365736599/(x[0]-x[1]))+x[0],[0.87229614],4.576286482973582,"{'fitness 25': 3.5486417358081574, 'fitness 53': 4.295034689817463, 'fitness 74': 4.300131047389382, 'fitness 102': 4.576286482973582}",False
16,"[[0], [1], [0, 3], [2, 0], [2, 1, 2], [1, 3, 0, 3], [1, 0, 0, 1, 1], [1, 1]]",4.053274511375031,7,((Constant**Constant)-(x[1]/x[1])+Constant/Constant),"[1, 1, 2, 2, 3, 4, 5, 2]",((0.8722961365736599**0.1590266885875664)-(x[1]/x[1])+0.6668538375296034/0.8459378542008554),[0.87229614 0.15902669 0.66685384 0.84593785],4.5675515668323845,"{'fitness 25': 3.5622395185173423, 'fitness 53': 4.28950197126647, 'fitness 74': 4.30808204434128, 'fitness 102': 4.5675515668323845}",False
17,"[[0], [0], [2, 3], [1], [1, 1], [2, 3, 1, 2], [1, 0, 0, 1, 0], [1, 1, 0]]",4.099648848663499,7,(((Constant*x[1])/(x[1]-Constant))**Constant)*x[0],"[1, 1, 2, 1, 2, 4, 5, 3]",(((0.8722961365736599*x[1])/(x[1]-0.1590266885875664))**0.6668538375296034)*x[0],[0.87229614 0.15902669 0.66685384],4.626247913706181,"{'fitness 25': 3.6024301894126007, 'fitness 53': 4.3446882403155875, 'fitness 74': 4.3518281162623085, 'fitness 102': 4.626247913706181}",False
18,"[[0], [2], [0], [1, 3], [2, 0], [2, 3, 0], [1, 1, 0, 1], [1]]",4.100766392857658,7,((Constant*Constant/x[1])+Constant**Constant),"[1, 1, 1, 2, 2, 3, 4, 1]",((0.8722961365736599*0.1590266885875664/x[1])+0.6668538375296034**0.8459378542008554),[0.87229614 0.15902669 0.66685384 0.84593785],4.61422190371758,"{'fitness 25': 3.6111937209695233, 'fitness 53': 4.335886033163444, 'fitness 74': 4.355219424440006, 'fitness 102': 4.61422190371758}",False
19,"[[0], [1], [0, 3], [0, 1], [1, 1, 1, 1], [1, 3, 3, 2, 2, 1, 3, 3], [1, 1, 1, 1, 0, 0, 0, 0, 0], [1, 0, 1, 1, 1]]",4.1048829671855245,7,((Constant-Constant)/(Constant/Constant)*((x[1]*x[0])-(x[1]/x[1]))/x[1]),"[1, 1, 2, 2, 4, 8, 9, 5]",((0.8722961365736599-0.1590266885875664)/(0.6668538375296034/0.8459378542008554)*((x[1]*x[0])-(x[1]/x[1]))/x[1]),[0.87229614 0.15902669 0.66685384 0.84593785],4.6313813135492685,"{'fitness 25': 3.6078087708673996, 'fitness 53': 4.349730913208971, 'fitness 74': 4.357109217480202, 'fitness 102': 4.6313813135492685}",False
20,"[[0], [1], [3, 3], [], [], [2], [0, 0], [0, 0]]",4.132724306198662,5,(x[0]*x[0]),"[1, 1, 2, 0, 0, 1, 2, 2]",(x[0]*x[0]),[],4.666483005611482,"{'fitness 25': 3.6333213343516286, 'fitness 53': 4.38216341691902, 'fitness 74': 4.382688167325337, 'fitness 102': 4.666483005611482}",False
21,"[[0], [2], [1], [3, 1], [1, 2], [3, 2, 1], [0, 1, 0, 1], [0, 1]]",4.705924519343408,7,((x[0]/((Constant*x[1])-Constant))**Constant),"[1, 1, 1, 2, 2, 3, 4, 2]",((x[0]/((0.8722961365736599*x[1])-0.1590266885875664))**0.6668538375296034),[0.87229614 0.15902669 0.66685384],5.208547908299031,"{'fitness 25': 4.23393995715654, 'fitness 53': 4.928350165702383, 'fitness 74': 4.955483435171299, 'fitness 102': 5.208547908299031}",False
22,"[[0], [1], [0, 2], [1, 3, 3], [1, 1], [1, 3, 2, 3, 2], [0, 0, 0, 1, 0, 0], [1, 0, 1, 1, 0]]",4.709992760870121,7,(((x[1]-x[0])/(x[1]*Constant))/x[1]*(x[0]**Constant)),"[1, 1, 2, 3, 2, 5, 6, 5]",(((x[1]-x[0])/(x[1]*0.8722961365736599))/x[1]*(x[0]**0.1590266885875664)),[0.87229614 0.15902669],5.2128625491445,"{'fitness 25': 4.23782679665399, 'fitness 53': 4.932354149519709, 'fitness 74': 4.959797336436663, 'fitness 102': 5.2128625491445}",False
23,"[[0], [0], [3, 1], [2, 3], [0], [3, 0, 0], [1, 0, 0, 0], [0, 1, 1]]",4.710075553801343,7,Constant/((x[0]+x[1]**Constant)+x[1]),"[1, 1, 2, 2, 1, 3, 4, 3]",0.8722961365736599/((x[0]+x[1]**0.1590266885875664)+x[1]),[0.87229614 0.15902669],5.2129554755678065,"{'fitness 25': 4.237901376900095, 'fitness 53': 4.93243593082105, 'fitness 74': 4.959889353682886, 'fitness 102': 5.2129554755678065}",False
24,"[[0], [0], [3, 1], [1, 3], [1, 1], [3, 3, 3, 0, 0], [1, 0, 1, 0, 1, 1], [1, 0]]",4.7103247027367825,7,Constant/(((x[1]/Constant)/(x[0]+Constant))+Constant),"[1, 1, 2, 2, 2, 5, 6, 2]",0.8722961365736599/(((x[1]/0.1590266885875664)/(x[0]+0.6668538375296034))+0.8459378542008554),[0.87229614 0.15902669 0.66685384 0.84593785],5.213251539027853,"{'fitness 25': 4.238114505905223, 'fitness 53': 4.9326881127705935, 'fitness 74': 4.960171489534531, 'fitness 102': 5.213251539027853}",False
25,"[[0], [2], [1], [3, 3], [], [1], [0, 0], [0, 0]]",4.710400065370469,6,((x[0]-x[0])**Constant),"[1, 1, 1, 2, 0, 1, 2, 2]",((x[0]-x[0])**0.8722961365736599),[0.87229614],5.213337577998342,"{'fitness 25': 4.238181505617622, 'fitness 53': 4.932763185827088, 'fitness 74': 4.960255504666698, 'fitness 102': 5.213337577998342}",False
26,"[[0], [0], [3, 0], [1, 1], [0, 0, 0, 2], [3, 1, 2, 3, 3, 2, 2], [1, 1, 1, 1, 0, 1, 0, 0], [0, 0, 1]]",4.711250351102444,7,Constant/(Constant-Constant*Constant/x[0])/(Constant*x[0]*x[1]),"[1, 1, 2, 2, 4, 7, 8, 3]",0.8722961365736599/(0.1590266885875664-0.6668538375296034*0.8459378542008554/x[0])/(0.8844667770438143*x[0]*x[1]),[0.87229614 0.15902669 0.66685384 0.84593785 0.88446678],5.214322568756856,"{'fitness 25': 4.238927425537853, 'fitness 53': 4.933615195424895, 'fitness 74': 4.961208432344586, 'fitness 102': 5.214322568756856}",False
27,"[[0], [1], [3, 1], [3, 2], [2], [2, 1], [1, 1, 1], []]",5.137567677945775,6,(Constant*(Constant-(Constant**Constant))),"[1, 1, 2, 2, 1, 2, 3, 0]",(0.8722961365736599*(0.1590266885875664-(0.6668538375296034**0.8459378542008554))),[0.87229614 0.15902669 0.66685384 0.84593785],5.633439948456028,"{'fitness 25': 4.676001494689756, 'fitness 53': 5.352409886233765, 'fitness 74': 5.384291652913804, 'fitness 102': 5.633439948456028}",False
28,"[[0], [1], [1, 0], [3, 2, 0, 2], [0, 0, 2, 2], [3, 2, 0, 0, 0, 3], [0, 0, 1, 1, 1, 1, 1], [0, 0]]",16.152424661386117,7,((x[0]/(x[0]*Constant**Constant))+Constant+Constant+Constant/(Constant**Constant)),"[1, 1, 2, 4, 4, 6, 7, 2]",((x[0]/(x[0]*0.8722961365736599**0.1590266885875664))+0.6668538375296034+0.8459378542008554+0.8844667770438143/(0.036109501676126476**0.9002883022617233)),"[0.87229614 0.15902669 0.66685384 0.84593785 0.88446678 0.0361095
 0.9002883 ]",15.841269912394791,"{'fitness 25': 16.404880194758537, 'fitness 53': 16.067902487202684, 'fitness 74': 15.984491302197133, 'fitness 102': 15.841269912394791}",False
29,"[[0], [2], [0], [3, 2], [1], [1, 2], [1, 1, 0], [1]]",38.463073006292426,7,(Constant-((Constant*x[1])**Constant)**Constant),"[1, 1, 1, 2, 1, 2, 3, 1]",(0.8722961365736599-((0.1590266885875664*x[1])**0.6668538375296034)**0.8459378542008554),[0.87229614 0.15902669 0.66685384 0.84593785],36.84317490267785,"{'fitness 25': 39.57445431285604, 'fitness 53': 38.29548349878337, 'fitness 74': 37.519281207237874, 'fitness 102': 36.84317490267785}",False
30,"[[0], [1], [2, 1], [3, 2, 1], [1, 0, 0], [1, 2, 3, 3, 3, 2], [1, 1, 0, 1, 0, 1, 1], [0, 1]]",137.223662382396,7,((Constant**Constant)-(((Constant*x[0])**Constant)/(Constant/x[1]/Constant*Constant))),"[1, 1, 2, 3, 3, 6, 7, 2]",((0.8722961365736599**0.1590266885875664)-(((0.6668538375296034*x[0])**0.8459378542008554)/(0.8844667770438143/x[1]/0.036109501676126476*0.9002883022617233))),"[0.87229614 0.15902669 0.66685384 0.84593785 0.88446678 0.0361095
 0.9002883 ]",128.58638477065097,"{'fitness 25': 141.06415216139854, 'fitness 53': 135.93510262825885, 'fitness 74': 134.67173235753052, 'fitness 102': 128.58638477065097}",False
31,"[[0], [0], [0, 2], [3, 0, 2], [0, 1, 2], [1, 2, 2, 0, 2], [1, 0, 1, 1, 0, 1], [1, 0]]",1095.0407970862452,7,Constant-x[1]*Constant*(Constant+x[0])*((Constant**Constant)**Constant),"[1, 1, 2, 3, 3, 5, 6, 2]",0.8722961365736599-x[1]*0.1590266885875664*(0.6668538375296034+x[0])*((0.8459378542008554**0.8844667770438143)**0.036109501676126476),[0.87229614 0.15902669 0.66685384 0.84593785 0.88446678 0.0361095 ],1018.8140038481149,"{'fitness 25': 1134.502630358267, 'fitness 53': 1083.749387473195, 'fitness 74': 1066.870373427274, 'fitness 102': 1018.8140038481149}",False
32,"[[0], [0], [0, 3], [3, 1], [2, 2], [2, 0, 2], [1, 0, 0, 1], [1, 1]]",1116.5569499897472,7,Constant*(x[1]+x[1])*Constant,"[1, 1, 2, 2, 2, 3, 4, 2]",0.8722961365736599*(x[1]+x[1])*0.1590266885875664,[0.87229614 0.15902669],1021.0188045270285,"{'fitness 25': 1181.2894198593294, 'fitness 53': 1102.8458544492596, 'fitness 74': 1065.5355756606523, 'fitness 102': 1021.0188045270285}",False
33,"[[0], [2], [3], [], [], [], [0], [1]]",1347.955254556564,5,(x[1]**Constant),"[1, 1, 1, 0, 0, 0, 1, 1]",(x[1]**0.8722961365736599),[0.87229614],1245.1413951527632,"{'fitness 25': 1418.0146029473317, 'fitness 53': 1333.2372567755417, 'fitness 74': 1292.613903946818, 'fitness 102': 1245.1413951527632}",False
34,"[[0], [1], [1, 2], [2, 0, 1], [0, 0, 1, 0, 2], [2, 0, 0, 3, 3, 1, 0, 2], [0, 0, 1, 0, 0, 1, 1, 0, 0], [0, 0, 0, 1, 0, 1]]",1565.6572041976688,7,(((x[0]*x[0]**Constant)+Constant+x[0]/(x[1]/Constant))-((Constant+x[0]*x[1])**Constant)),"[1, 1, 2, 3, 5, 8, 9, 6]",(((x[0]*x[0]**0.8722961365736599)+0.1590266885875664+x[0]/(x[1]/0.6668538375296034))-((0.8459378542008554+x[0]*x[1])**0.8844667770438143)),[0.87229614 0.15902669 0.66685384 0.84593785 0.88446678],1475.6737751496512,"{'fitness 25': 1604.5065706155524, 'fitness 53': 1551.3889541768656, 'fitness 74': 1541.0760878005879, 'fitness 102': 1475.6737751496512}",False
35,"[[0], [0], [0, 0], [3, 1, 1, 3], [1, 2, 0, 1], [2, 2, 1, 2, 0, 3, 1, 3], [1, 1, 0, 1, 0, 1, 1, 0, 0], [0, 1, 1, 0]]",2267.218539634899,7,Constant*((Constant*x[0])-Constant)*(x[1]+Constant/(Constant-x[1]))/x[0],"[1, 1, 2, 4, 4, 8, 9, 4]",0.8722961365736599*((0.1590266885875664*x[0])-0.6668538375296034)*(x[1]+0.8459378542008554/(0.8844667770438143-x[1]))/x[0],[0.87229614 0.15902669 0.66685384 0.84593785 0.88446678],1951.3126225957783,"{'fitness 25': 2612.648236452293, 'fitness 53': 2209.5399152382324, 'fitness 74': 1979.4674672141712, 'fitness 102': 1951.3126225957783}",False
36,"[[0], [1], [0, 0], [1, 0, 1, 1], [0, 1, 0, 2, 0, 0, 2, 2], [2, 1, 1, 2, 1, 2, 1, 3, 1, 2, 0, 3], [1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1], [1, 0, 0, 1, 0, 1]]",2347.49108749939,7,((Constant*x[1]-(x[0]-x[0]))*Constant-x[1]*Constant-(Constant/x[0]-Constant*Constant)+(x[1]/Constant)),"[1, 1, 2, 4, 8, 12, 13, 6]",((0.8722961365736599*x[1]-(x[0]-x[0]))*0.1590266885875664-x[1]*0.6668538375296034-(0.8459378542008554/x[0]-0.8844667770438143*0.036109501676126476)+(x[1]/0.9002883022617233)),"[0.87229614 0.15902669 0.66685384 0.84593785 0.88446678 0.0361095
 0.9002883 ]",2146.9856532359618,"{'fitness 25': 2483.3278830919157, 'fitness 53': 2318.755398210237, 'fitness 74': 2240.3899811960177, 'fitness 102': 2146.9856532359618}",False
37,"[[0], [0], [1, 1], [2, 0, 2, 3], [0, 0, 1, 0], [1, 3, 1, 1, 3, 1, 1, 2], [1, 1, 0, 1, 1, 1, 0, 0, 0], [0, 1, 1, 0]]",2487.766143915563,7,((Constant-Constant**Constant)/x[0]-Constant-(Constant/Constant))-((x[1]-x[1]**Constant)*x[0]),"[1, 1, 2, 4, 4, 8, 9, 4]",((0.8722961365736599-0.1590266885875664**0.6668538375296034)/x[0]-0.8459378542008554-(0.8844667770438143/0.036109501676126476))-((x[1]-x[1]**0.9002883022617233)*x[0]),"[0.87229614 0.15902669 0.66685384 0.84593785 0.88446678 0.0361095
 0.9002883 ]",2324.884412046909,"{'fitness 25': 2556.7004267343377, 'fitness 53': 2463.218941001098, 'fitness 74': 2443.3790640112525, 'fitness 102': 2324.884412046909}",False
38,"[[0], [1], [0, 0], [1, 2, 1, 1], [2, 2, 0, 0, 0, 1, 1], [3, 0, 1, 1, 0, 3, 3, 2, 1, 2, 1], [0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1], [0, 0, 0, 0, 1, 0]]",2669.447711785879,7,((x[0]/Constant)+(Constant-Constant**Constant)-(x[0]+x[0]/x[0]/Constant)*((Constant-x[1])*(x[0]-Constant))),"[1, 1, 2, 4, 7, 11, 12, 6]",((x[0]/0.8722961365736599)+(0.1590266885875664-0.6668538375296034**0.8459378542008554)-(x[0]+x[0]/x[0]/0.8844667770438143)*((0.036109501676126476-x[1])*(x[0]-0.9002883022617233))),"[0.87229614 0.15902669 0.66685384 0.84593785 0.88446678 0.0361095
 0.9002883 ]",2500.093588514412,"{'fitness 25': 2797.492597313744, 'fitness 53': 2631.6986070335265, 'fitness 74': 2579.1519310103668, 'fitness 102': 2500.093588514412}",False
39,"[[0], [1], [1, 3], [3, 3], [], [2, 0], [0, 1, 1], [1]]",3517.549902294601,6,((x[1]*Constant)+Constant),"[1, 1, 2, 2, 0, 2, 3, 1]",((x[1]*0.8722961365736599)+0.1590266885875664),[0.87229614 0.15902669],3217.3666933194704,"{'fitness 25': 3720.9519604965453, 'fitness 53': 3474.552300894628, 'fitness 74': 3357.14544549263, 'fitness 102': 3217.3666933194704}",False
40,"[[0], [0], [1, 1], [2, 3, 0, 2], [0, 0, 2, 1], [2, 0, 0, 1, 1, 1, 0], [1, 0, 0, 1, 1, 1, 0, 0], [0, 1, 0, 0]]",4031.78685146033,7,((Constant*x[0]**Constant)+x[1])+(Constant-Constant-Constant-((x[0]+x[0])**Constant)),"[1, 1, 2, 4, 4, 7, 8, 4]",((0.8722961365736599*x[0]**0.1590266885875664)+x[1])+(0.6668538375296034-0.8459378542008554-0.8844667770438143-((x[0]+x[0])**0.036109501676126476)),[0.87229614 0.15902669 0.66685384 0.84593785 0.88446678 0.0361095 ],3687.683039825504,"{'fitness 25': 4264.943595575182, 'fitness 53': 3982.5041039732823, 'fitness 74': 3847.9128548325243, 'fitness 102': 3687.683039825504}",False
41,"[[0], [0], [0, 0], [1, 0, 2, 0], [1, 1, 1, 1, 0, 2, 2], [3, 3, 0, 2, 0, 0, 0, 0, 2, 1, 3], [1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1], [1, 0, 0, 1, 0]]",4032.02457297207,7,((Constant/x[1])/(Constant+Constant))*(x[0]+Constant)+(x[0]+x[1])+(Constant*Constant**Constant)-x[0]/Constant,"[1, 1, 2, 4, 7, 11, 12, 5]",((0.8722961365736599/x[1])/(0.1590266885875664+0.6668538375296034))*(x[0]+0.8459378542008554)+(x[0]+x[1])+(0.8844667770438143*0.036109501676126476**0.9002883022617233)-x[0]/0.503386621182192,"[0.87229614 0.15902669 0.66685384 0.84593785 0.88446678 0.0361095
 0.9002883  0.50338662]",3687.9059000855705,"{'fitness 25': 4265.207062617892, 'fitness 53': 3982.7419698124786, 'fitness 74': 3848.1246864858394, 'fitness 102': 3687.9059000855705}",False
42,"[[0], [3], [], [], [], [], [0], [1]]",4032.8285783970446,4,x[1],"[1, 1, 0, 0, 0, 0, 1, 1]",x[1],[],3688.714103443011,"{'fitness 25': 4265.998234465072, 'fitness 53': 3983.5441369536998, 'fitness 74': 3848.943363772364, 'fitness 102': 3688.714103443011}",False
43,"[[0], [1], [0, 3], [2, 3], [2], [2, 1], [1, 1, 0], [1]]",4038.6455406938753,6,((Constant**Constant)*Constant-x[1]),"[1, 1, 2, 2, 1, 2, 3, 1]",((0.8722961365736599**0.1590266885875664)*0.6668538375296034-x[1]),[0.87229614 0.15902669 0.66685384],3694.7309948621282,"{'fitness 25': 4271.686544868956, 'fitness 53': 3989.468559842162, 'fitness 74': 3854.78151737051, 'fitness 102': 3694.7309948621282}",False
44,"[[0], [1], [0, 0], [3, 0, 1, 3], [1, 1, 0, 2], [2, 2, 3, 1, 0, 3, 1, 1], [0, 1, 1, 0, 1, 1, 1, 0, 0], [0, 1, 0, 1]]",4039.2402319257494,7,(x[0]*(Constant*Constant)/(x[1]-Constant)+(Constant/Constant-x[0])-x[1]),"[1, 1, 2, 4, 4, 8, 9, 4]",(x[0]*(0.8722961365736599*0.1590266885875664)/(x[1]-0.6668538375296034)+(0.8459378542008554/0.8844667770438143-x[0])-x[1]),[0.87229614 0.15902669 0.66685384 0.84593785 0.88446678],3695.33198161942,"{'fitness 25': 4272.265977565494, 'fitness 53': 3990.0617553331767, 'fitness 74': 3855.3929628785777, 'fitness 102': 3695.33198161942}",False
45,"[[0], [1], [0, 0], [3, 0, 0, 2], [1, 2, 0, 1, 0], [0, 1, 0, 1, 1, 2, 0, 1, 3], [0, 1, 0, 1, 0, 0, 1, 0, 0, 0], [1, 1, 1, 0, 0, 0, 0]]",4040.6670670468034,7,(x[1]+(Constant-x[1])+Constant-x[1]-x[0]*(Constant+x[0])-(x[0]/x[0]**Constant)),"[1, 1, 2, 4, 5, 9, 10, 7]",(x[1]+(0.8722961365736599-x[1])+0.1590266885875664-x[1]-x[0]*(0.6668538375296034+x[0])-(x[0]/x[0]**0.8459378542008554)),[0.87229614 0.15902669 0.66685384 0.84593785],3696.76576257476,"{'fitness 25': 4273.673289054587, 'fitness 53': 3991.4854025647396, 'fitness 74': 3856.842509521084, 'fitness 102': 3696.76576257476}",False
46,"[[0], [1], [0, 3], [1, 2], [1, 0, 0], [3, 0, 0, 3, 2, 2], [0, 1, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0]]",4354.681733192883,7,(((x[0]/Constant)+Constant+x[1])/(x[0]*x[0]**Constant)*x[0]),"[1, 1, 2, 2, 3, 6, 7, 5]",(((x[0]/0.8722961365736599)+0.1590266885875664+x[1])/(x[0]*x[0]**0.6668538375296034)*x[0]),[0.87229614 0.15902669 0.66685384],3862.8667885196323,"{'fitness 25': 4803.070852921436, 'fitness 53': 4275.8842878171245, 'fitness 74': 3985.090058840091, 'fitness 102': 3862.8667885196323}",False
47,"[[0], [1], [2, 3], [0], [0, 1], [3, 0, 2, 0], [0, 1, 1, 1, 1], [1]]",4624.582272607975,7,((x[1]/Constant+(Constant*Constant)**Constant)+Constant),"[1, 1, 2, 1, 2, 4, 5, 1]",((x[1]/0.8722961365736599+(0.1590266885875664*0.6668538375296034)**0.8459378542008554)+0.8844667770438143),[0.87229614 0.15902669 0.66685384 0.84593785 0.88446678],4230.095765957764,"{'fitness 25': 4891.8878042454835, 'fitness 53': 4568.088865120253, 'fitness 74': 4413.7701484581885, 'fitness 102': 4230.095765957764}",False
