,genotype,fitness,tree_depth,original_phenotype,mapping_values,phenotype,opt_const,fitness val,other_info,optimized
0,"[[0], [0], [0, 2], [3, 2, 3], [2, 2], [2, 2], [1, 0, 0], [1, 0]]",0.7941211064680972,7,Constant*(x[1]**Constant)*(x[0]**Constant),"[1, 1, 2, 3, 1, 2, 3, 2]",22.658093772581065*(x[1]**-0.2408225661867915)*(x[0]**-1.1491987935379886),[22.65809377 -0.24082257 -1.14919879],0.8044462152273008,"{'fitness 25': 0.7369400846179347, 'fitness 53': 0.9178058477431319, 'fitness 74': 0.7276173870432251, 'fitness 102': 0.8044462152273008}",True
1,"[[0], [1], [2, 1], [3, 2, 1], [2, 2, 0], [3, 0, 0, 1], [1, 0, 0, 0, 1], [0, 0, 0]]",0.9720617718268647,7,((Constant**Constant)/((x[0]**Constant)+(x[0]+x[0]-Constant))),"[1, 1, 2, 3, 3, 4, 5, 3]",((0.5595602538254463**-2.734027365627124)/((x[0]**-0.21678426808805684)+(x[0]+x[0]-1.528223061476994))),[ 0.55956025 -2.73402737 -0.21678427  1.52822306],1.1103164045082152,"{'fitness 25': 0.897970673080726, 'fitness 53': 1.083590879604167, 'fitness 74': 0.934623762795701, 'fitness 102': 1.1103164045082152}",True
2,"[[0], [0], [0, 1], [2, 2, 0, 2], [2, 1, 2, 0, 2], [2, 3, 0, 2, 0, 1, 3, 0, 0, 2], [1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1], [0, 0, 0]]",0.972639987181482,7,(Constant**Constant)*((Constant/x[0])**Constant)+(x[0]*x[0]+Constant-(Constant**Constant)),"[1, 1, 2, 4, 5, 6, 7, 3]",(0.37944610292857694**-2.3726357345889353)*((0.8327933681707472/x[0])**0.6719871162112473)+(x[0]*x[0]+-2.0922334505324125-(2.7784942108752837**1.4676792768758844)),"[ 0.3794461  -2.37263573  0.83279337  0.67198712 -2.09223345  2.77849421
  1.46767928]",1.110897491199967,"{'fitness 25': 0.8991810856465701, 'fitness 53': 1.0832194350598443, 'fitness 74': 0.9355194408380314, 'fitness 102': 1.110897491199967}",True
3,"[[0], [0], [0, 1], [2, 3, 0, 2], [2, 1, 2, 0], [2, 3, 0, 2, 0, 1, 3, 0, 0, 2], [1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1], [0, 0]]",0.9731878647477844,7,(Constant**Constant)*Constant/((x[0]+Constant)*x[0]+(Constant-Constant**Constant)),"[1, 1, 2, 4, 4, 6, 7, 2]",(0.2135160844349474**-0.5739492404852384)*5.649430532728167/((x[0]+3.0750739500012836)*x[0]+(0.9281658744163168-1.9857253290224015**-0.11658732531746573)),"[ 0.21351608 -0.57394924  5.64943053  3.07507395  0.92816587  1.98572533
 -0.11658733]",1.1115228674711999,"{'fitness 25': 0.8995216550714172, 'fitness 53': 1.0829526080186287, 'fitness 74': 0.9370893311533075, 'fitness 102': 1.1115228674711999}",True
4,"[[0], [2], [0, 2], [1, 1, 2, 2], [2, 1, 2, 0], [3, 2, 3, 0, 3], [1, 0, 0, 1, 1, 0], [0, 0, 0]]",0.9731907681789728,7,((Constant/(x[0]*x[0]))/(Constant+Constant/x[0])**Constant),"[1, 1, 1, 2, 4, 5, 6, 3]",((1.6743134829987933/(x[0]*x[0]))/(0.10962325475975056+0.3823263842195603/x[0])**0.98141344653159),[1.67431348 0.10962325 0.38232638 0.98141345],1.111471820683505,"{'fitness 25': 0.899916655356543, 'fitness 53': 1.0828332732612496, 'fitness 74': 0.9368223759191261, 'fitness 102': 1.111471820683505}",True
5,"[[0], [0], [0, 1], [1, 1, 1, 3], [2, 0, 0, 1, 1, 2], [2, 3, 0, 2, 0, 1, 3, 0, 0, 2], [1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1], [0, 0, 0, 0, 1]]",0.9734642609948388,7,(Constant*Constant/x[0])+(Constant*x[0]+(Constant-Constant))/(((Constant+x[0])+x[0])*Constant),"[1, 1, 2, 4, 6, 10, 11, 4]",(1.4408001046652026*1.6085781527122025/x[0])+(-1.7030744439004548*x[0]+(2.8351052448026928--1.1047032555290601))/(((-0.056577553387513066+x[0])+x[0])*1.093074282113305),"[ 1.4408001   1.60857815 -1.70307444  2.83510524 -1.10470326 -0.05657755
  1.09307428]",1.1124290113907949,"{'fitness 25': 0.8990014238837816, 'fitness 53': 1.0832798202202591, 'fitness 74': 0.9381115388804758, 'fitness 102': 1.1124290113907949}",True
6,"[[0], [1], [1, 3], [2, 2], [0, 2], [1, 1, 3], [1, 0, 1, 0], [0, 0]]",0.9734661929178006,7,(((Constant-x[0]**Constant)-(Constant**Constant))/x[0]),"[1, 1, 2, 2, 2, 3, 4, 2]",(((3.1651632079982606-x[0]**0.8454024205358981)-(-1.403128903215085**0.5560065812722076))/x[0]),[ 3.16516321  0.84540242 -1.4031289   0.55600658],1.1139035411254279,"{'fitness 25': 0.8963228674642251, 'fitness 53': 1.0842088839851858, 'fitness 74': 0.9398668273039908, 'fitness 102': 1.1139035411254279}",True
7,"[[0], [1], [1, 2], [1, 0, 3], [2, 1, 0, 0], [0, 1, 2, 3, 0, 2, 2], [1, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0]]",0.9737115474857326,7,(((Constant+(x[0]-x[0]))*Constant/x[0]+Constant*Constant)*(Constant**Constant)),"[1, 1, 2, 3, 4, 7, 8, 3]",(((2.9209157638981655+(x[0]-x[0]))*2.880557261215826/x[0]+-1.9784104705825132*0.8829580915162824)*(1.6672412724326529**-1.3317807525443126)),[ 2.92091576  2.88055726 -1.97841047  0.88295809  1.66724127 -1.33178075],1.1141513474325935,"{'fitness 25': 0.8962177720376385, 'fitness 53': 1.0845145784343255, 'fitness 74': 0.9404022919852341, 'fitness 102': 1.1141513474325935}",True
8,"[[0], [0], [3, 1], [1, 1, 1, 3], [2, 0, 0, 2, 1, 2], [2, 3, 0, 2, 3, 1, 3, 0, 1, 2], [1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1], [0, 0, 0, 0, 1]]",0.9737115890960273,7,Constant*((Constant/x[0]+Constant)*(x[0]/x[0]-Constant)),"[1, 1, 2, 2, 4, 6, 7, 3]",1.2405248466111016*((1.4953583518301623/x[0]+-0.31056726579114663)*(x[0]/x[0]--1.2961875783314192)),[ 1.24052485  1.49535835 -0.31056727 -1.29618758],1.114172609950485,"{'fitness 25': 0.8961945315128411, 'fitness 53': 1.08451745526813, 'fitness 74': 0.9404227805071105, 'fitness 102': 1.114172609950485}",True
9,"[[0], [1], [1, 2], [1, 0, 3], [2, 1, 2, 2], [0, 0, 2, 3, 0], [1, 0, 0, 1, 0, 1], [0, 0, 0]]",0.9737115909123008,7,(((Constant+(x[0]+x[0]))*Constant/x[0])+(Constant**Constant)),"[1, 1, 2, 3, 4, 5, 6, 3]",(((6.258957290156632+(x[0]+x[0]))*0.6805617225284433/x[0])+(-2.6657195123941606**0.8251846517495224)),[ 6.25895729  0.68056172 -2.66571951  0.82518465],1.114134517718056,"{'fitness 25': 0.8962446030257353, 'fitness 53': 1.084504630568445, 'fitness 74': 0.9403855391427218, 'fitness 102': 1.114134517718056}",True
10,"[[0], [1], [1, 2], [1, 1, 1, 3], [2, 2, 0, 1, 1, 2], [3, 0, 2, 3, 0, 0, 1, 0, 0], [1, 0, 0, 1, 0, 1, 0, 0, 1, 1], [0, 0, 0, 1, 1]]",0.9737116791052962,7,(((Constant/x[0])+(x[0]*Constant/(x[0]+Constant)))+(((x[1]-x[1])+Constant)**Constant)),"[1, 1, 2, 3, 6, 8, 9, 5]",(((4.253337564269303/x[0])+(x[0]*-1.8553169124763875/(x[0]+0.0028557971378814955)))+(((x[1]-x[1])+1.866117895345134)**-0.04605616352699702)),"[ 4.25333756e+00 -1.85531691e+00  2.85579714e-03  1.86611790e+00
 -4.60561635e-02]",1.1143148837373575,"{'fitness 25': 0.8959971295731232, 'fitness 53': 1.0845752212038755, 'fitness 74': 0.9405626865388896, 'fitness 102': 1.1143148837373575}",True
11,"[[0], [1], [2, 1], [3, 2, 3], [2, 2], [3, 0], [1, 0, 0], [0, 0]]",0.9739755319264572,7,((Constant**Constant)/((x[0]**Constant)+x[0])),"[1, 1, 2, 3, 1, 2, 3, 2]",((0.5522705762603196**-3.205009880483925)/((x[0]**1.400633463902874)+x[0])),[ 0.55227058 -3.20500988  1.40063346],1.1108230427577512,"{'fitness 25': 0.904471713919918, 'fitness 53': 1.0827015593247484, 'fitness 74': 0.9347533225347056, 'fitness 102': 1.1108230427577512}",True
12,"[[0], [1], [1, 3], [2, 2], [2, 0], [1, 1, 3], [1, 0, 1, 0], [0, 0]]",0.9746713489541312,7,(((Constant**Constant)-(x[0]-Constant**Constant))/x[0]),"[1, 1, 2, 2, 2, 3, 4, 2]",(((1.253382765815242**-0.01702520634668284)-(x[0]-3.0617669128946927**1.0806268674724684))/x[0]),[ 1.25338277 -0.01702521  3.06176691  1.08062687],1.1057367911560354,"{'fitness 25': 0.910680821261771, 'fitness 53': 1.0811433760644664, 'fitness 74': 0.932189849536156, 'fitness 102': 1.1057367911560354}",True
13,"[[0], [0], [0, 0], [2, 3, 0, 2], [1, 1, 1, 2, 2], [3, 2, 0, 3, 2, 0, 0], [1, 0, 1, 1, 0, 1, 1, 0], [0, 1, 0, 0]]",0.9747728396390669,7,((Constant/x[0])**Constant)*Constant+(Constant/x[1])*(Constant+Constant)+(x[0]**Constant),"[1, 1, 2, 4, 4, 7, 8, 3]",((1.2215681025933127/x[0])**1.182441564222735)*1.8601227097579547+(0.7255605258313655/x[1])*(0.8187116864179845+0.8693540868138976)+(x[0]**-1.1790455188213669),"[ 1.2215681   1.18244156  1.86012271  0.72556053  0.81871169  0.86935409
 -1.17904552]",1.1122700341765503,"{'fitness 25': 0.9049548565741147, 'fitness 53': 1.083684439787531, 'fitness 74': 0.9356792225555549, 'fitness 102': 1.1122700341765503}",True
14,"[[0], [0], [0, 2], [2, 3, 0, 2], [1, 1, 1, 2, 2], [2, 2, 1, 3, 2, 3, 2, 0], [1, 0, 0, 1, 0, 0, 1, 1], [1, 1, 0, 0]]",0.9748605252174681,7,((Constant*x[1])**Constant)*x[1]-((Constant/x[0])*(x[0]/Constant)**Constant),"[1, 1, 2, 3, 3, 6, 7, 4]",((6.037150356242796*x[1])**-1.7559937268943349)*x[1]-((-4.162824464632905/x[0])*(x[0]/0.30551160697683)**-0.18147041964911806),[ 6.03715036 -1.75599373 -4.16282446  0.30551161 -0.18147042],1.1124110638392226,"{'fitness 25': 0.905012831949951, 'fitness 53': 1.0837632292780657, 'fitness 74': 0.9358055144243879, 'fitness 102': 1.1124110638392226}",True
15,"[[0], [2], [0], [2, 3], [2], [3], [1, 0], [0]]",0.9748784872074374,6,((Constant**Constant)/x[0]**Constant),"[1, 1, 1, 2, 1, 1, 2, 1]",((1.694941215092082**2.295216397362669)/x[0]**1.1814021870718316),[1.69494122 2.2952164  1.18140219],1.1124463114263183,"{'fitness 25': 0.9050092315888482, 'fitness 53': 1.0837849951123206, 'fitness 74': 0.9358412349211431, 'fitness 102': 1.1124463114263183}",True
16,"[[0], [0], [2, 0], [1, 2, 3], [1, 1, 1], [3, 0, 3, 3, 2, 3], [1, 1, 1, 1, 0, 1, 1], [0]]",0.9748784880506655,7,(((Constant/Constant)+(Constant/Constant))**Constant)/((x[0]*Constant)**Constant)/Constant,"[1, 1, 2, 3, 3, 6, 7, 1]",(((0.4814144825110344/0.3674169368161609)+(0.3524403587042893/0.18714586342692274))**0.3639697289497323)/((x[0]*0.8795613335481173)**1.1813708933953229)/0.5289483602567895,"[0.48141448 0.36741694 0.35244036 0.18714586 0.36396973 0.87956133
 1.18137089 0.52894836]",1.1124478820175054,"{'fitness 25': 0.9050041711687487, 'fitness 53': 1.0837870016833104, 'fitness 74': 0.9358442912999372, 'fitness 102': 1.1124478820175054}",True
17,"[[0], [2], [0], [3, 3], [2, 1, 0], [3, 2, 1, 1], [1, 0, 0, 0, 1], [0, 0, 0]]",0.974878489500142,6,(Constant/x[0]**Constant),"[1, 1, 1, 2, 0, 1, 2, 1]",(3.357124084767317/x[0]**1.1813982636066453),[3.35712408 1.18139826],1.1124179467042337,"{'fitness 25': 0.9050459739529829, 'fitness 53': 1.0837764838887793, 'fitness 74': 0.9358130106586635, 'fitness 102': 1.1124179467042337}",True
18,"[[0], [2], [0], [2, 3], [2], [3], [1, 0], [0]]",0.9748784898487052,6,((Constant**Constant)/x[0]**Constant),"[1, 1, 1, 2, 1, 1, 2, 1]",((0.5869321247968863**-2.272864143125859)/x[0]**1.1813961530373398),[ 0.58693212 -2.27286414  1.18139615],1.1124164551802247,"{'fitness 25': 0.9050477234862492, 'fitness 53': 1.0837761292253345, 'fitness 74': 0.935811616834532, 'fitness 102': 1.1124164551802247}",True
19,"[[0], [1], [3, 1], [3, 2, 3], [2, 0, 0, 2, 1, 2], [2, 3, 0, 2, 3, 1, 3, 0, 1, 2], [1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1], [0, 0, 0, 0, 1]]",0.974878492720963,7,(Constant*(Constant/(x[0]**Constant))),"[1, 1, 2, 2, 1, 2, 3, 1]",(1.7971169820860289*(1.868002311037686/(x[0]**1.1813781829085503))),[1.79711698 1.86800231 1.18137818],1.1124958948181949,"{'fitness 25': 0.9049420580947827, 'fitness 53': 1.0838013843981051, 'fitness 74': 0.9358920356700015, 'fitness 102': 1.1124958948181949}",True
20,"[[0], [2], [0], [2, 3], [2, 1, 0], [3, 2, 1, 1], [1, 0, 0, 0, 1], [0, 0, 0]]",0.9748785911974097,6,((Constant**Constant)/x[0]**Constant),"[1, 1, 1, 2, 1, 1, 2, 1]",((2.924007074093015**1.1286266542272247)/x[0]**1.181391967806047),[2.92400707 1.12862665 1.18139197],1.1126381914381855,"{'fitness 25': 0.9047574006072625, 'fitness 53': 1.0838444573896286, 'fitness 74': 0.9360339155953381, 'fitness 102': 1.1126381914381855}",True
21,"[[0], [0], [0, 2], [2, 2, 3], [1, 2], [2, 3, 0, 2, 0, 1, 3, 0, 0, 2], [1, 1, 0, 0], [0, 0, 0, 0, 1]]",0.9748786088408163,7,((Constant*Constant)**Constant)/(x[0]**Constant)+(x[0]**Constant),"[1, 1, 2, 3, 2, 3, 4, 2]",((2.336505165350737*2.0721973523782347)**0.5435073654896845)/(x[0]**1.1821900245601897)+(x[0]**-1.1797022549076785),[ 2.33650517  2.07219735  0.54350737  1.18219002 -1.17970225],1.1125975220410098,"{'fitness 25': 0.9048162067829263, 'fitness 53': 1.0838291791063301, 'fitness 74': 0.9359904406331928, 'fitness 102': 1.1125975220410098}",True
22,"[[0], [2], [1], [2, 3], [2, 1, 0], [3, 2, 1, 1], [1, 0, 0, 0, 1], [0, 0, 0]]",0.9748786413771663,6,(((Constant**Constant)/x[0])**Constant),"[1, 1, 1, 2, 1, 1, 2, 1]",(((0.2548104571710384**-0.7500218427708228)/x[0])**1.1811841047965659),[ 0.25481046 -0.75002184  1.1811841 ],1.112348485094973,"{'fitness 25': 0.9051166127484688, 'fitness 53': 1.0837656983728081, 'fitness 74': 0.9357536130102216, 'fitness 102': 1.112348485094973}",True
