,genotype,fitness,tree_depth,original_phenotype,mapping_values,phenotype,opt_const,fitness val,other_info,optimized
0,"[[0], [0], [0, 2], [3, 2, 3], [2, 2], [2, 2], [1, 0, 0], [1, 0]]",0.7941211064680972,7,Constant*(x[1]**Constant)*(x[0]**Constant),"[1, 1, 2, 3, 1, 2, 3, 2]",22.658093772581065*(x[1]**-0.2408225661867915)*(x[0]**-1.1491987935379886),[22.65809377 -0.24082257 -1.14919879],0.8044462152273008,"{'fitness 25': 0.7369400846179347, 'fitness 53': 0.9178058477431319, 'fitness 74': 0.7276173870432251, 'fitness 102': 0.8044462152273008}",True
1,"[[0], [0], [0, 1], [1, 1, 1, 3], [2, 0, 0, 1, 1, 2], [2, 3, 0, 2, 0, 1, 3, 0, 0, 2], [1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1], [0, 0, 0, 0, 1]]",0.9734642609948388,7,(Constant*Constant/x[0])+(Constant*x[0]+(Constant-Constant))/(((Constant+x[0])+x[0])*Constant),"[1, 1, 2, 4, 6, 10, 11, 4]",(1.4408001046652026*1.6085781527122025/x[0])+(-1.7030744439004548*x[0]+(2.8351052448026928--1.1047032555290601))/(((-0.056577553387513066+x[0])+x[0])*1.093074282113305),"[ 1.4408001   1.60857815 -1.70307444  2.83510524 -1.10470326 -0.05657755
  1.09307428]",1.1124290113907949,"{'fitness 25': 0.8990014238837816, 'fitness 53': 1.0832798202202591, 'fitness 74': 0.9381115388804758, 'fitness 102': 1.1124290113907949}",True
2,"[[0], [1], [1, 2], [1, 0, 3], [2, 1, 2, 2], [0, 0, 2, 3, 0], [1, 0, 0, 1, 0, 1], [0, 0, 0]]",0.9737115909123008,7,(((Constant+(x[0]+x[0]))*Constant/x[0])+(Constant**Constant)),"[1, 1, 2, 3, 4, 5, 6, 3]",(((6.258957290156632+(x[0]+x[0]))*0.6805617225284433/x[0])+(-2.6657195123941606**0.8251846517495224)),[ 6.25895729  0.68056172 -2.66571951  0.82518465],1.114134517718056,"{'fitness 25': 0.8962446030257353, 'fitness 53': 1.084504630568445, 'fitness 74': 0.9403855391427218, 'fitness 102': 1.114134517718056}",True
3,"[[0], [1], [1, 3], [2, 2], [2, 0], [1, 1, 3], [1, 0, 1, 0], [0, 0]]",0.9746713489541312,7,(((Constant**Constant)-(x[0]-Constant**Constant))/x[0]),"[1, 1, 2, 2, 2, 3, 4, 2]",(((1.253382765815242**-0.01702520634668284)-(x[0]-3.0617669128946927**1.0806268674724684))/x[0]),[ 1.25338277 -0.01702521  3.06176691  1.08062687],1.1057367911560354,"{'fitness 25': 0.910680821261771, 'fitness 53': 1.0811433760644664, 'fitness 74': 0.932189849536156, 'fitness 102': 1.1057367911560354}",True
4,"[[0], [2], [0], [2, 3], [2], [3], [1, 0], [0]]",0.9748784872074374,6,((Constant**Constant)/x[0]**Constant),"[1, 1, 1, 2, 1, 1, 2, 1]",((1.694941215092082**2.295216397362669)/x[0]**1.1814021870718316),[1.69494122 2.2952164  1.18140219],1.1124463114263183,"{'fitness 25': 0.9050092315888482, 'fitness 53': 1.0837849951123206, 'fitness 74': 0.9358412349211431, 'fitness 102': 1.1124463114263183}",True
5,"[[0], [0], [2, 0], [1, 2, 3], [1, 1, 1], [3, 0, 3, 3, 2, 3], [1, 1, 1, 1, 0, 1, 1], [0]]",0.9748784880506655,7,(((Constant/Constant)+(Constant/Constant))**Constant)/((x[0]*Constant)**Constant)/Constant,"[1, 1, 2, 3, 3, 6, 7, 1]",(((0.4814144825110344/0.3674169368161609)+(0.3524403587042893/0.18714586342692274))**0.3639697289497323)/((x[0]*0.8795613335481173)**1.1813708933953229)/0.5289483602567895,"[0.48141448 0.36741694 0.35244036 0.18714586 0.36396973 0.87956133
 1.18137089 0.52894836]",1.1124478820175054,"{'fitness 25': 0.9050041711687487, 'fitness 53': 1.0837870016833104, 'fitness 74': 0.9358442912999372, 'fitness 102': 1.1124478820175054}",True
6,"[[0], [2], [0], [2, 3], [2], [3], [1, 0], [0]]",0.9748784898487052,6,((Constant**Constant)/x[0]**Constant),"[1, 1, 1, 2, 1, 1, 2, 1]",((0.5869321247968863**-2.272864143125859)/x[0]**1.1813961530373398),[ 0.58693212 -2.27286414  1.18139615],1.1124164551802247,"{'fitness 25': 0.9050477234862492, 'fitness 53': 1.0837761292253345, 'fitness 74': 0.935811616834532, 'fitness 102': 1.1124164551802247}",True
7,"[[0], [0], [0, 2], [2, 2, 3], [1, 2], [2, 3, 0, 2, 0, 1, 3, 0, 0, 2], [1, 1, 0, 0], [0, 0, 0, 0, 1]]",0.9748786088408163,7,((Constant*Constant)**Constant)/(x[0]**Constant)+(x[0]**Constant),"[1, 1, 2, 3, 2, 3, 4, 2]",((2.336505165350737*2.0721973523782347)**0.5435073654896845)/(x[0]**1.1821900245601897)+(x[0]**-1.1797022549076785),[ 2.33650517  2.07219735  0.54350737  1.18219002 -1.17970225],1.1125975220410098,"{'fitness 25': 0.9048162067829263, 'fitness 53': 1.0838291791063301, 'fitness 74': 0.9359904406331928, 'fitness 102': 1.1125975220410098}",True
8,"[[0], [0], [2, 3], [3, 2, 3], [2, 2], [3], [1, 0, 0], [0]]",1.02823467050114,5,(Constant**Constant)/x[0],"[1, 1, 2, 1, 0, 1, 2, 1]",(1.5733003452380803**2.8243967283445732)/x[0],[1.57330035 2.82439673],1.2278717589831294,"{'fitness 25': 0.8595722866700785, 'fitness 53': 1.168248589799043, 'fitness 74': 1.0568831350342986, 'fitness 102': 1.2278717589831294}",True
9,"[[0], [0], [3, 1], [3, 1], [1, 0], [3, 2, 3, 2, 3], [1, 1, 0, 0, 0, 1], [0, 1, 1]]",1.0282346710720989,7,Constant/(Constant*((x[0]/x[1])*x[1]/Constant)),"[1, 1, 2, 2, 2, 5, 6, 3]",0.8720148394974438/(0.1616015382915563*((x[0]/x[1])*x[1]/0.6664915686430517)),[0.87201484 0.16160154 0.66649157],1.2278761133333949,"{'fitness 25': 0.859566684733112, 'fitness 53': 1.1682502801692265, 'fitness 74': 1.0568870483139583, 'fitness 102': 1.2278761133333949}",True
