,genotype,fitness,tree_depth,original_phenotype,mapping_values,phenotype,opt_const,fitness val,other_info,optimized
10,"[[0], [2], [0], [2, 3], [2, 1, 0], [3, 2, 1, 1], [1, 0, 0, 0, 1], [1, 1, 1]]",2.1385517070520996,6,((Constant**Constant)/x[1]**Constant),"[1, 1, 1, 2, 1, 1, 2, 1]",((0.5857107757230712**-7.939473358765887)/x[1]**0.35679018671258533),[ 0.58571078 -7.93947336  0.35679019],2.3729085810269464,"{'fitness 25': 1.8584405107918203, 'fitness 53': 2.3476385725625577, 'fitness 74': 2.2095760378019214, 'fitness 102': 2.3729085810269464}",True
11,"[[0], [0], [0, 2], [3, 2, 3], [2, 2], [2, 2], [1, 1, 0], [1, 0]]",2.1385518042089955,6,Constant*(Constant**Constant)*(x[1]**Constant),"[1, 1, 2, 3, 1, 2, 3, 1]",4.542119875626127*(1.6717699110893083**5.318826167635462)*(x[1]**-0.35671846344701597),[ 4.54211988  1.67176991  5.31882617 -0.35671846],2.3728608166207112,"{'fitness 25': 1.8584918255898755, 'fitness 53': 2.3476108947564223, 'fitness 74': 2.209552692280689, 'fitness 102': 2.3728608166207112}",True
12,"[[0], [0], [1, 0], [1, 1, 3, 2], [1, 2, 1, 2, 2], [3, 2, 1, 3, 3, 3, 2], [1, 0, 0, 1, 1, 1, 1, 0], [1, 1, 1]]",2.1385519272813163,7,(((Constant/x[1])*x[1])-((Constant/Constant)/Constant))/Constant*(x[1]**Constant),"[1, 1, 2, 4, 5, 7, 8, 3]",(((1.523637218160828/x[1])*x[1])-((-1.436835178382767/0.33772041316118173)/0.4144619619479058))/0.16829166409868287*(x[1]**-0.3570397409793536),[ 1.52363722 -1.43683518  0.33772041  0.41446196  0.16829166 -0.35703974],2.372708565692195,"{'fitness 25': 1.858613850523634, 'fitness 53': 2.3475654694908554, 'fitness 74': 2.209476461829459, 'fitness 102': 2.372708565692195}",True
13,"[[0], [0], [2, 0], [1, 2, 3], [1, 1, 1], [3, 0, 3, 3, 2, 3], [1, 1, 1, 1, 0, 1, 1], [0]]",2.1748907883011452,7,(((Constant/Constant)+(Constant/Constant))**Constant)/((x[0]*Constant)**Constant)/Constant,"[1, 1, 2, 3, 3, 6, 7, 1]",(((0.41665387571915524/0.4265085095548168)+(0.3273318733259557/0.16870889334283534))**0.3573602021188417)/((x[0]*0.604915958707174)**0.3355417618858385)/0.5842759101656813,"[0.41665388 0.42650851 0.32733187 0.16870889 0.3573602  0.60491596
 0.33554176 0.58427591]",2.6711624597664465,"{'fitness 25': 1.6536307467991238, 'fitness 53': 2.4435879571063044, 'fitness 74': 2.4274536609980086, 'fitness 102': 2.6711624597664465}",False
14,"[[0], [0], [1, 0], [1, 1, 3, 2], [1, 2, 1, 2, 2], [0, 2, 2, 3, 2, 0, 0], [0, 0, 0, 1, 1, 1, 1, 1], [1, 1, 1]]",2.1974535354359754,7,(((x[1]+x[1])*x[1])*((Constant/Constant)*Constant))+Constant+(Constant**Constant),"[1, 1, 2, 4, 5, 7, 8, 3]",(((x[1]+x[1])*x[1])*((1.0036889272154685e-07/70979.33929916867)*-8596.574871164765))+3.5151355966195754+(1.0459750463157371**-0.07546991179490116),"[ 1.00368893e-07  7.09793393e+04 -8.59657487e+03  3.51513560e+00
  1.04597505e+00 -7.54699118e-02]",2.545356560510943,"{'fitness 25': 1.8342568445853085, 'fitness 53': 2.4247718488716923, 'fitness 74': 2.3333319128509262, 'fitness 102': 2.545356560510943}",True
15,"[[0], [0], [0, 1], [1, 1, 1, 3], [2, 0, 0, 1, 1, 2], [2, 3, 0, 2, 0, 1, 3, 0, 0, 2], [0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1], [0, 0, 0, 0, 1]]",2.2662711919731953,7,(x[0]*Constant/x[0])+(Constant*x[0]+(Constant-Constant))/(((Constant+x[0])+x[1])*Constant),"[1, 1, 2, 4, 6, 10, 11, 5]",(x[0]*4.101616946371746/x[0])+(-2.331648385484322*x[0]+(3.796375917402238--2.283576574394242))/(((0.8847100307313103+x[0])+x[1])*8.86587941250516),[ 4.10161695 -2.33164839  3.79637592 -2.28357657  0.88471003  8.86587941],2.659039811736304,"{'fitness 25': 1.853974950388685, 'fitness 53': 2.5056337152615504, 'fitness 74': 2.4392049102693503, 'fitness 102': 2.659039811736304}",True
16,"[[0], [2], [0], [1, 3], [2, 0], [2, 3, 0], [1, 1, 0, 1], [1]]",2.2663193011783913,7,((Constant*Constant/x[1])+Constant**Constant),"[1, 1, 1, 2, 2, 3, 4, 1]",((0.4171899071227621*0.42703213759455577/x[1])+0.41424655701157687**-1.601431409532551),[ 0.41718991  0.42703214  0.41424656 -1.60143141],2.6591555032215664,"{'fitness 25': 1.8539607301597556, 'fitness 53': 2.5057020330986397, 'fitness 74': 2.439295140276779, 'fitness 102': 2.6591555032215664}",True
17,"[[0], [2], [0], [1, 3], [2, 0], [2, 3, 0], [1, 1, 0, 1], [1]]",2.266321836304282,7,((Constant*Constant/x[1])+Constant**Constant),"[1, 1, 1, 2, 2, 3, 4, 1]",((0.8725389442073576*0.16035728661213444/x[1])+3.245598980383519**1.198842629033792),[0.87253894 0.16035729 3.24559898 1.19884263],2.659121867645023,"{'fitness 25': 1.8540000336570475, 'fitness 53': 2.5056895721225785, 'fitness 74': 2.439275903133219, 'fitness 102': 2.659121867645023}",True
18,"[[0], [2], [0], [2, 3], [2], [2, 1], [1, 1, 1], [0]]",2.2663311852891757,6,((Constant**Constant)*Constant**Constant),"[1, 1, 1, 2, 1, 1, 2, 0]",((1.2868285504523103**-0.010847547327276505)*3.303000603264805**1.1835593914725493),[ 1.28682855 -0.01084755  3.3030006   1.18355939],2.659133956410642,"{'fitness 25': 1.8540082038882169, 'fitness 53': 2.5056977110486147, 'fitness 74': 2.439287640930695, 'fitness 102': 2.659133956410642}",True
19,"[[0], [3], [], [], [], [], [1], []]",2.2663311853421,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",4.101806127951151,[4.10180613],2.6591283402721593,"{'fitness 25': 1.8540138462117022, 'fitness 53': 2.505695480103789, 'fitness 74': 2.4392842297108097, 'fitness 102': 2.6591283402721593}",True
20,"[[0], [2], [3], [], [], [], [1], []]",2.2663311853740447,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(3.444961160673074**1.1410797782135467),[3.44496116 1.14107978],2.659135381812928,"{'fitness 25': 1.854006772038607, 'fitness 53': 2.5056982773286243, 'fitness 74': 2.439288506754902, 'fitness 102': 2.659135381812928}",True
21,"[[0], [2], [2], [3], [], [], [1], []]",2.2663311855896118,5,((Constant**Constant)**Constant),"[1, 1, 1, 1, 0, 0, 1, 0]",((5.2050277415697455**1.037665987744819)**0.8245387856436728),[5.20502774 1.03766599 0.82453879],2.659137637097705,"{'fitness 25': 1.8540045067169992, 'fitness 53': 2.505699173348231, 'fitness 74': 2.4392898767036044, 'fitness 102': 2.659137637097705}",True
22,"[[0], [2], [3], [2, 0], [], [], [1, 0, 0, 1, 1], []]",2.266331186516664,4,(Constant**Constant),"[1, 1, 1, 0, 0, 0, 1, 0]",(0.522638493584296**-2.1751873772747454),[ 0.52263849 -2.17518738],2.6591430646370657,"{'fitness 25': 1.8539990558477732, 'fitness 53': 2.505701329929042, 'fitness 74': 2.439293173773177, 'fitness 102': 2.6591430646370657}",True
23,"[[0], [0], [2, 3], [2], [2], [2, 3, 0, 2, 0, 1, 3, 0, 0, 2], [1, 1], [0, 0, 0, 0, 1]]",2.266331199399071,6,((Constant**Constant)**Constant)*Constant,"[1, 1, 2, 1, 1, 1, 2, 0]",((1.4805936602573317**-0.49591990582118856)**0.12006723464105687)*4.198502854565467,[ 1.48059366 -0.49591991  0.12006723  4.19850285],2.6591696678007435,"{'fitness 25': 1.8539723551747564, 'fitness 53': 2.505711905170407, 'fitness 74': 2.4393093378520514, 'fitness 102': 2.6591696678007435}",True
24,"[[0], [1], [3, 2], [3], [], [2, 1, 3], [1, 1], [0, 0]]",2.2663312208022086,5,(Constant*(Constant**Constant)),"[1, 1, 2, 1, 0, 1, 2, 0]",(2.9305052012596557*(1.8209194338535009**0.5611905892310203)),[2.9305052  1.82091943 0.56119059],2.65907139838865,"{'fitness 25': 1.85407112412362, 'fitness 53': 2.5056728804178556, 'fitness 74': 2.43924965786515, 'fitness 102': 2.65907139838865}",True
25,"[[0], [2], [2], [2], [2], [], [1], []]",2.2663312441634083,6,(((Constant**Constant)**Constant)**Constant),"[1, 1, 1, 1, 1, 0, 1, 0]",(((5.46043367196388**1.066515432104366)**0.8064853410248585)**0.9665795811060525),[5.46043367 1.06651543 0.80648534 0.96657958],2.6592092438457446,"{'fitness 25': 1.853932685778537, 'fitness 53': 2.505727651886202, 'fitness 74': 2.439333394825486, 'fitness 102': 2.6592092438457446}",True
26,"[[0], [1], [2, 3], [1], [2, 2], [2, 2, 0], [1, 1, 1, 0], [0]]",2.2663312460028746,6,(((Constant*Constant)**Constant)*Constant),"[1, 1, 2, 1, 2, 2, 3, 0]",(((1.628447338683283*2.9817945945295383)**0.24956174962943148)*2.764746336471063),[1.62844734 2.98179459 0.24956175 2.76474634],2.6592104467024273,"{'fitness 25': 1.8539314810519294, 'fitness 53': 2.5057281307564696, 'fitness 74': 2.4393341262002255, 'fitness 102': 2.6592104467024273}",True
27,"[[0], [2], [0, 2], [3, 2, 3], [2, 1, 0], [1, 2], [1, 0, 0], [1, 0]]",2.2663313408999053,7,(Constant-(x[1]**Constant)**Constant),"[1, 1, 1, 2, 1, 1, 2, 1]",(4.100946668203248-(x[1]**-1.9317221495527301)**2.3887634254969075),[ 4.10094667 -1.93172215  2.38876343],2.6592578261137607,"{'fitness 25': 1.8538840733163113, 'fitness 53': 2.505747005740156, 'fitness 74': 2.439362943643249, 'fitness 102': 2.6592578261137607}",True
28,"[[0], [2], [1, 0], [0, 3], [2, 2, 1], [3, 0, 0, 1, 1], [1, 1, 1, 1], [0]]",2.2663313449128744,6,((Constant/Constant+Constant)**Constant),"[1, 1, 1, 2, 2, 2, 3, 0]",((0.7288308935061242/0.035991131587165284+0.4646255348868599)**0.46575283558056924),[0.72883089 0.03599113 0.46462553 0.46575284],2.6590040776417103,"{'fitness 25': 1.854139008149383, 'fitness 53': 2.5056462080725757, 'fitness 74': 2.4392088185166645, 'fitness 102': 2.6590040776417103}",True
29,"[[0], [1], [0, 3], [2, 0], [2, 1, 2], [1, 3, 0, 3], [1, 0, 0, 1, 1], [1, 1]]",2.2663314949943856,7,((Constant**Constant)-(x[1]/x[1])+Constant/Constant),"[1, 1, 2, 2, 3, 4, 5, 2]",((0.8953536627092509**0.16725092976676248)-(x[1]/x[1])+1.7713606942893927/0.4300546280048501),[0.89535366 0.16725093 1.77136069 0.43005463],2.659309722420587,"{'fitness 25': 1.8538322472833282, 'fitness 53': 2.5057677086025585, 'fitness 74': 2.43939452909727, 'fitness 102': 2.659309722420587}",True
30,"[[0], [2], [0, 3], [2, 2], [2, 1, 1, 1], [2, 2, 2], [1, 1, 1, 1, 0, 0, 0, 0, 0], [1, 0, 1, 1, 1]]",2.2663316432757568,6,((Constant**Constant)*((Constant*Constant)**Constant)**Constant),"[1, 1, 1, 2, 2, 2, 3, 0]",((1.5926418304324124**-0.35781284551223297)*((0.5667657486725323*0.7862254505948902)**0.9394716395377877)**-2.077438814172276),[ 1.59264183 -0.35781285  0.56676575  0.78622545  0.93947164 -2.07743881],2.659348260777112,"{'fitness 25': 1.8537938294869927, 'fitness 53': 2.5057831018078622, 'fitness 74': 2.439417998532415, 'fitness 102': 2.659348260777112}",True
31,"[[0], [2], [0], [2, 3], [2, 0], [0, 3, 0], [1, 1, 0, 1], [1]]",2.2663316758697447,6,((Constant**Constant)+Constant**Constant),"[1, 1, 1, 2, 1, 1, 2, 0]",((0.27320418337252605**-0.8708399602687831)+1.3251293341885004**0.01703737864097204),[ 0.27320418 -0.87083996  1.32512933  0.01703738],2.659355849700305,"{'fitness 25': 1.853786271161214, 'fitness 53': 2.505786134942922, 'fitness 74': 2.4394226215050976, 'fitness 102': 2.659355849700305}",True
32,"[[0], [2], [3], [], [], [], [0], [1]]",2.415388605718737,5,(x[1]**Constant),"[1, 1, 1, 0, 0, 0, 1, 1]",(x[1]**0.17040769160300373),[0.17040769],2.8894378987573903,"{'fitness 25': 1.9290969596076175, 'fitness 53': 2.6687921927165217, 'fitness 74': 2.6482766648320717, 'fitness 102': 2.8894378987573903}",True
33,"[[0], [2], [2], [2], [2], [], [0], [0, 0]]",2.4941038273224883,7,(((x[0]**Constant)**Constant)**Constant),"[1, 1, 1, 1, 1, 0, 1, 1]",(((x[0]**-10.661630989940011)**1.3510035635323583)**0.174951163120299),[-10.66163099   1.35100356   0.17495116],2.7743812210064456,"{'fitness 25': 2.2681340069197713, 'fitness 53': 2.6096744626272868, 'fitness 74': 2.6045030124204063, 'fitness 102': 2.7743812210064456}",True
34,"[[0], [0], [1, 0], [0, 0, 0, 3], [0, 2, 2, 0, 2, 0], [3, 3, 1, 2, 3, 3, 1, 0, 1], [1, 1, 0, 1, 1, 1, 0, 1, 0, 0], [0, 0, 0, 0]]",3.3943165403609967,7,(Constant/Constant/x[0]-Constant*Constant/Constant)/x[0]-Constant+x[0]-x[0],"[1, 1, 2, 4, 6, 9, 10, 4]",(0.35421625513860777/0.47242186466589076/x[0]-0.8040931093562386*0.1476593014400539/0.9688555732668203)/x[0]-0.02117540454061073+x[0]-x[0],[0.35421626 0.47242186 0.80409311 0.1476593  0.96885557 0.0211754 ],3.8276333426724114,"{'fitness 25': 2.9603185250240616, 'fitness 53': 3.5554977830858614, 'fitness 74': 3.667133312973067, 'fitness 102': 3.8276333426724114}",False
35,"[[0], [1], [2, 2], [0, 2], [1, 0, 0], [1, 2, 1, 2, 2], [1, 0, 1, 0, 1, 1], [1, 0]]",3.459654540206639,7,(((Constant-x[1])*Constant-x[0]**Constant)*((Constant*Constant**Constant)**Constant)),"[1, 1, 2, 2, 3, 5, 6, 2]",(((0.21497833850963802-x[1])*-0.03319893844852513-x[0]**8.373358966154775)*((-0.19976714575701401*-0.649795122426462**1.9184270220691955)**1.5285411617430824)),"[ 0.21497834 -0.03319894  8.37335897 -0.19976715 -0.64979512  1.91842702
  1.52854116]",4.062195796273303,"{'fitness 25': 2.8684340907164296, 'fitness 53': 3.716292744582121, 'fitness 74': 3.794236785321365, 'fitness 102': 4.062195796273303}",True
36,"[[0], [1], [0, 3], [1, 0, 3], [2, 1, 2, 2], [3, 2, 2, 0, 3], [1, 1, 1, 0, 0, 0, 0, 0, 0], [1, 0, 1, 1, 1]]",3.4630492192608453,7,((Constant/(Constant*Constant))*x[1]+x[0]/x[1]),"[1, 1, 2, 2, 4, 5, 6, 3]",((191.3004202773833/(658.680896262522*371.4112711570941))*x[1]+x[0]/x[1]),[191.30042028 658.68089626 371.41127116],4.067675126884535,"{'fitness 25': 2.8701509822300633, 'fitness 53': 3.720971935317877, 'fitness 74': 3.7980247402345957, 'fitness 102': 4.067675126884535}",True
37,"[[0], [2], [2], [2], [1], [0, 0], [0, 0, 1], [0, 0]]",3.536451912545169,7,((((x[0]+x[0])**Constant)**Constant)**Constant),"[1, 1, 1, 1, 1, 1, 2, 2]",((((x[0]+x[0])**1.0234358735432711)**1.024078895218996)**1.1440916443041165),[1.02343587 1.0240789  1.14409164],4.065392033779515,"{'fitness 25': 3.030897865563737, 'fitness 53': 3.803669995430772, 'fitness 74': 3.7747878766409975, 'fitness 102': 4.065392033779515}",True
38,"[[0], [2], [2], [1], [0, 2], [0, 0], [1, 0, 1], [0]]",3.8092811338583785,7,(((Constant+x[0]+Constant)**Constant)**Constant),"[1, 1, 1, 1, 2, 2, 3, 1]",(((0.4884173102985785+x[0]+0.08681447542951104)**0.3905343222030482)**0.5715721265133775),[0.48841731 0.08681448 0.39053432 0.57157213],4.330103989872167,"{'fitness 25': 3.3090314499073763, 'fitness 53': 4.053529528270716, 'fitness 74': 4.065282423397043, 'fitness 102': 4.330103989872167}",False
39,"[[0], [0], [2, 1], [0, 3, 3], [0, 0], [0, 1, 3, 3, 0], [1, 0, 1, 1, 0, 1], [0, 0]]",3.8610252940223755,7,(Constant+x[0]-Constant/Constant**Constant)/(x[0]+Constant),"[1, 1, 2, 3, 2, 5, 6, 2]",(0.4884173102985785+x[0]-0.08681447542951104/0.3905343222030482**0.5715721265133775)/(x[0]+0.339295368056181),[0.48841731 0.08681448 0.39053432 0.57157213 0.33929537],4.378497001697449,"{'fitness 25': 3.36399304771293, 'fitness 53': 4.101900551648341, 'fitness 74': 4.117182282705855, 'fitness 102': 4.378497001697449}",False
40,"[[0], [2], [2], [2], [2], [], [1], []]",3.8780494884581724,6,(((Constant**Constant)**Constant)**Constant),"[1, 1, 1, 1, 1, 0, 1, 0]",(((0.41665387571915524**0.4265085095548168)**0.3273318733259557)**0.16870889334283534),[0.41665388 0.42650851 0.32733187 0.16870889],4.395251711456326,"{'fitness 25': 3.381550736302606, 'fitness 53': 4.1185074566758315, 'fitness 74': 4.134090272396081, 'fitness 102': 4.395251711456326}",False
41,"[[0], [3], [], [], [], [], [1], []]",4.287652135165517,3,Constant,"[1, 1, 0, 0, 0, 0, 1, 0]",0.4884173102985785,[0.48841731],4.797887204076372,"{'fitness 25': 3.8036583799622297, 'fitness 53': 4.518583473750973, 'fitness 74': 4.540714551783349, 'fitness 102': 4.797887204076372}",False
42,"[[0], [0], [0, 1], [1, 1, 1, 3], [2, 2, 2, 2, 1, 2], [2, 3, 0, 2, 0, 1, 3, 0, 0, 2], [1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1], [0, 0, 0, 1, 1]]",4.673291952723065,7,(Constant*Constant)/(x[0]+Constant)*(((x[0]+Constant)-Constant)/Constant),"[1, 1, 2, 4, 6, 7, 8, 2]",(0.4884173102985785*0.08681447542951104)/(x[0]+0.3905343222030482)*(((x[0]+0.5715721265133775)-0.339295368056181)/0.8629340961796869),[0.48841731 0.08681448 0.39053432 0.57157213 0.33929537 0.8629341 ],5.176962998218193,"{'fitness 25': 4.200027728165526, 'fitness 53': 4.896438583890698, 'fitness 74': 4.92340954611297, 'fitness 102': 5.176962998218193}",True
43,"[[0], [0], [1, 0], [3, 0, 2, 2], [0, 0, 1, 1], [1, 1, 0, 2, 2, 0, 3, 1], [1, 1, 1, 1, 1, 1, 1, 0, 1], [1, 1, 1]]",4.712265649829361,7,(Constant-Constant-Constant+Constant*Constant)*((Constant+Constant)**Constant)/((x[1]-Constant)**Constant),"[1, 1, 2, 4, 4, 8, 9, 1]",(0.41665387571915524-0.4265085095548168-0.3273318733259557+0.16870889334283534*0.3573602021188417)*((0.604915958707174+0.3355417618858385)**0.5842759101656813)/((x[1]-0.3071530213753375)**0.6188052377375876),"[0.41665388 0.42650851 0.32733187 0.16870889 0.3573602  0.60491596
 0.33554176 0.58427591 0.30715302 0.61880524]",5.215382495822756,"{'fitness 25': 4.239917433275171, 'fitness 53': 4.9346275824911645, 'fitness 74': 4.962251933721748, 'fitness 102': 5.215382495822756}",True
44,"[[0], [1], [1, 2], [3, 1, 1], [2, 0, 2, 1], [3, 1, 3, 1, 2, 0], [0, 0, 0, 0, 0, 1, 0], [0, 1, 1, 1, 1, 1]]",8.438776364706143,7,((x[0]/(x[1]-x[1]/x[1]))-((x[1]*(Constant+x[1]))**Constant)),"[1, 1, 2, 3, 4, 6, 7, 6]",((x[0]/(x[1]-x[1]/x[1]))-((x[1]*(0.4884173102985785+x[1]))**0.08681447542951104)),[0.48841731 0.08681448],8.804224437390177,"{'fitness 25': 8.102798651549046, 'fitness 53': 8.603332265660123, 'fitness 74': 8.61019817690926, 'fitness 102': 8.804224437390177}",False
45,"[[0], [2], [3], [], [], [], [0], [1]]",13.947619888837927,5,(x[1]**Constant),"[1, 1, 1, 0, 0, 0, 1, 1]",(x[1]**0.35421625513860777),[0.35421626],13.178489545704059,"{'fitness 25': 14.50676781048511, 'fitness 53': 13.811896093276044, 'fitness 74': 13.524195762752626, 'fitness 102': 13.178489545704059}",False
46,"[[0], [1], [1, 1], [2, 1, 0, 2], [1, 2, 1, 1, 2, 1], [1, 3, 1, 0, 2, 1, 1, 2, 3], [0, 0, 1, 1, 0, 1, 0, 0, 1, 0], [1, 0, 0, 0, 1, 1]]",65.11904590707995,7,((((x[1]-x[0])**Constant)/(Constant-(Constant+x[0])))*((Constant-x[0])-x[1]*((Constant/x[1])**Constant))),"[1, 1, 2, 4, 6, 9, 10, 6]",((((x[1]-x[0])**0.4884173102985785)/(0.08681447542951104-(0.3905343222030482+x[0])))*((0.5715721265133775-x[0])-x[1]*((0.339295368056181/x[1])**0.8629340961796869))),[0.48841731 0.08681448 0.39053432 0.57157213 0.33929537 0.8629341 ],60.78225850718212,"{'fitness 25': 68.4990982691026, 'fitness 53': 64.45373949891965, 'fitness 74': 62.404299953217624, 'fitness 102': 60.78225850718212}",False
